,Sample,Replication,n,p,Hop,Neigbour Index,Original,TDA
3576,9,5,47,0.27,4,neighbour_9,2150.61,11.71
3577,9,5,47,0.27,4,neighbour_10,3783.17,9.78
3578,9,5,47,0.27,4,neighbour_11,1386.65,10.32
3579,9,5,47,0.27,4,neighbour_12,4206.08,7.03
3580,9,5,47,0.27,4,neighbour_13,2427.43,9.32
3581,9,5,47,0.27,4,neighbour_14,3792.51,8.23
3582,9,5,47,0.27,4,neighbour_15,3770.45,3.32
3583,9,5,47,0.27,4,neighbour_16,4205.54,10.51
3584,9,5,47,0.27,4,neighbour_17,3310.14,10.82
3585,9,5,47,0.27,4,neighbour_18,4199.81,7.76
3586,9,5,47,0.27,4,neighbour_19,4407.31,7.12
3587,9,5,47,0.27,4,neighbour_20,4773.97,4.31
3588,9,5,47,0.27,4,neighbour_21,5064.08,27.74
3589,9,5,47,0.27,4,neighbour_22,5116.81,4.46
3590,9,5,47,0.27,4,neighbour_23,4155.3,5.79
3591,9,5,47,0.27,4,neighbour_24,4442.11,14.17
3592,9,5,47,0.27,4,neighbour_25,2403.08,4.03
3593,9,5,47,0.27,4,neighbour_26,1547.18,2.91
3594,9,5,47,0.27,4,neighbour_27,186.27,34.0
3595,9,5,47,0.27,4,neighbour_28,11.56,16.06
3596,9,5,47,0.27,4,neighbour_29,216.09,19.83
3597,9,5,47,0.27,4,neighbour_30,1010.38,10.13
3598,9,5,47,0.27,4,neighbour_31,2402.16,3.95
3599,9,5,47,0.27,4,neighbour_32,5725.17,14.24
3600,10,1,47,0.33,1,neighbour_1,25.39,33.9
3601,10,1,47,0.33,1,neighbour_2,9.33,4.93
3602,10,1,47,0.33,1,neighbour_3,552.2,10.36
3603,10,1,47,0.33,1,neighbour_4,73.75,28.23
3604,10,1,47,0.33,1,neighbour_5,533.46,14.62
3605,10,1,47,0.33,1,neighbour_6,108.46,4.72
3606,10,1,47,0.33,1,neighbour_7,165.85,11.09
3607,10,1,47,0.33,1,neighbour_8,707.25,24.54
3608,10,1,47,0.33,2,neighbour_1,380.22,8.22
3609,10,1,47,0.33,2,neighbour_2,157.56,3.64
3610,10,1,47,0.33,2,neighbour_3,2.09,7.8
3611,10,1,47,0.33,2,neighbour_4,350.2,4.33
3612,10,1,47,0.33,2,neighbour_5,711.56,11.02
3613,10,1,47,0.33,2,neighbour_6,796.67,5.92
3614,10,1,47,0.33,2,neighbour_7,998.85,14.4
3615,10,1,47,0.33,2,neighbour_8,320.81,3.25
3616,10,1,47,0.33,2,neighbour_9,1568.22,13.0
3617,10,1,47,0.33,2,neighbour_10,562.21,5.69
3618,10,1,47,0.33,2,neighbour_11,1636.73,4.4
3619,10,1,47,0.33,2,neighbour_12,549.64,2.4
3620,10,1,47,0.33,2,neighbour_13,21.79,5.05
3621,10,1,47,0.33,2,neighbour_14,187.58,22.6
3622,10,1,47,0.33,2,neighbour_15,933.92,24.66
3623,10,1,47,0.33,2,neighbour_16,1994.72,15.6
3624,10,1,47,0.33,3,neighbour_1,1459.29,37.58
3625,10,1,47,0.33,3,neighbour_2,400.1,9.9
3626,10,1,47,0.33,3,neighbour_3,143.43,3.59
3627,10,1,47,0.33,3,neighbour_4,6.3,32.26
3628,10,1,47,0.33,3,neighbour_5,264.69,12.58
3629,10,1,47,0.33,3,neighbour_6,630.34,22.67
3630,10,1,47,0.33,3,neighbour_7,2054.87,16.43
3631,10,1,47,0.33,3,neighbour_8,1417.18,2.8
3632,10,1,47,0.33,3,neighbour_9,2163.8,4.57
3633,10,1,47,0.33,3,neighbour_10,1430.0,9.74
3634,10,1,47,0.33,3,neighbour_11,2743.74,1.39
3635,10,1,47,0.33,3,neighbour_12,1280.38,3.74
3636,10,1,47,0.33,3,neighbour_13,2538.52,17.01
3637,10,1,47,0.33,3,neighbour_14,1914.0,2.19
3638,10,1,47,0.33,3,neighbour_15,2926.25,2.69
3639,10,1,47,0.33,3,neighbour_16,1109.45,5.45
3640,10,1,47,0.33,3,neighbour_17,3085.67,9.69
3641,10,1,47,0.33,3,neighbour_18,1095.04,8.12
3642,10,1,47,0.33,3,neighbour_19,629.23,1.35
3643,10,1,47,0.33,3,neighbour_20,53.31,21.91
3644,10,1,47,0.33,3,neighbour_21,223.56,2.2
3645,10,1,47,0.33,3,neighbour_22,1098.27,4.52
3646,10,1,47,0.33,3,neighbour_23,2251.1,5.51
3647,10,1,47,0.33,3,neighbour_24,4528.53,27.55
3648,10,1,47,0.33,4,neighbour_1,2914.16,4.3
3649,10,1,47,0.33,4,neighbour_2,1583.88,18.83
3650,10,1,47,0.33,4,neighbour_3,421.91,8.9
3651,10,1,47,0.33,4,neighbour_4,97.73,4.62
3652,10,1,47,0.33,4,neighbour_5,6.16,6.87
3653,10,1,47,0.33,4,neighbour_6,249.12,5.52
3654,10,1,47,0.33,4,neighbour_7,381.01,7.11
3655,10,1,47,0.33,4,neighbour_8,1165.98,4.54
3656,10,1,47,0.33,4,neighbour_9,2405.39,31.26
3657,10,1,47,0.33,4,neighbour_10,2293.1,11.65
3658,10,1,47,0.33,4,neighbour_11,2964.52,2.82
3659,10,1,47,0.33,4,neighbour_12,2552.26,23.93
3660,10,1,47,0.33,4,neighbour_13,2304.01,10.23
3661,10,1,47,0.33,4,neighbour_14,2395.1,5.32
3662,10,1,47,0.33,4,neighbour_15,3358.11,29.52
3663,10,1,47,0.33,4,neighbour_16,2898.92,14.43
3664,10,1,47,0.33,4,neighbour_17,5632.43,17.66
3665,10,1,47,0.33,4,neighbour_18,2931.91,21.5
3666,10,1,47,0.33,4,neighbour_19,6249.31,4.44
3667,10,1,47,0.33,4,neighbour_20,2773.96,40.98
3668,10,1,47,0.33,4,neighbour_21,6597.32,39.79
3669,10,1,47,0.33,4,neighbour_22,3008.6,3.29
3670,10,1,47,0.33,4,neighbour_23,6648.33,6.43
3671,10,1,47,0.33,4,neighbour_24,3197.09,7.31
3672,10,1,47,0.33,4,neighbour_25,1667.68,3.35
3673,10,1,47,0.33,4,neighbour_26,310.75,7.21
3674,10,1,47,0.33,4,neighbour_27,59.69,7.85
3675,10,1,47,0.33,4,neighbour_28,242.11,9.97
3676,10,1,47,0.33,4,neighbour_29,1155.08,4.93
3677,10,1,47,0.33,4,neighbour_30,3353.31,4.0
3678,10,1,47,0.33,4,neighbour_31,5003.13,4.03
3679,10,1,47,0.33,4,neighbour_32,8352.77,14.18
3680,10,2,47,0.33,1,neighbour_1,320.44,9.49
3681,10,2,47,0.33,1,neighbour_2,29.79,17.65
3682,10,2,47,0.33,1,neighbour_3,74.0,12.0
3683,10,2,47,0.33,1,neighbour_4,487.47,14.71
3684,10,2,47,0.33,1,neighbour_5,26.42,3.39
3685,10,2,47,0.33,1,neighbour_6,293.56,19.35
3686,10,2,47,0.33,1,neighbour_7,16.49,13.74
3687,10,2,47,0.33,1,neighbour_8,5.0,8.87
3688,10,2,47,0.33,2,neighbour_1,1183.55,3.53
3689,10,2,47,0.33,2,neighbour_2,548.03,2.14
3690,10,2,47,0.33,2,neighbour_3,115.42,4.05
3691,10,2,47,0.33,2,neighbour_4,250.0,4.38
3692,10,2,47,0.33,2,neighbour_5,445.92,11.91
3693,10,2,47,0.33,2,neighbour_6,1435.96,4.6
3694,10,2,47,0.33,2,neighbour_7,462.85,11.82
3695,10,2,47,0.33,2,neighbour_8,1076.86,30.96
3696,10,2,47,0.33,2,neighbour_9,990.38,9.44
3697,10,2,47,0.33,2,neighbour_10,1733.35,10.69
3698,10,2,47,0.33,2,neighbour_11,624.58,1.66
3699,10,2,47,0.33,2,neighbour_12,943.28,19.63
3700,10,2,47,0.33,2,neighbour_13,195.46,1.01
3701,10,2,47,0.33,2,neighbour_14,16.63,14.85
3702,10,2,47,0.33,2,neighbour_15,340.24,9.6
3703,10,2,47,0.33,2,neighbour_16,975.82,8.06
3704,10,2,47,0.33,3,neighbour_1,2323.15,3.08
3705,10,2,47,0.33,3,neighbour_2,1475.85,42.0
3706,10,2,47,0.33,3,neighbour_3,543.12,0.0
3707,10,2,47,0.33,3,neighbour_4,44.45,10.14
3708,10,2,47,0.33,3,neighbour_5,5.66,17.79
3709,10,2,47,0.33,3,neighbour_6,164.45,15.05
3710,10,2,47,0.33,3,neighbour_7,738.94,1.08
3711,10,2,47,0.33,3,neighbour_8,2055.96,23.71
3712,10,2,47,0.33,3,neighbour_9,1034.87,25.8
3713,10,2,47,0.33,3,neighbour_10,2452.17,46.53
3714,10,2,47,0.33,3,neighbour_11,944.83,15.32
3715,10,2,47,0.33,3,neighbour_12,2818.53,13.58
3716,10,2,47,0.33,3,neighbour_13,1590.34,12.86
3717,10,2,47,0.33,3,neighbour_14,2797.66,3.89
3718,10,2,47,0.33,3,neighbour_15,1619.26,13.0
3719,10,2,47,0.33,3,neighbour_16,2415.69,17.69
3720,10,2,47,0.33,3,neighbour_17,2072.81,43.88
3721,10,2,47,0.33,3,neighbour_18,2586.3,4.76
3722,10,2,47,0.33,3,neighbour_19,1187.52,25.24
3723,10,2,47,0.33,3,neighbour_20,258.2,9.72
3724,10,2,47,0.33,3,neighbour_21,77.67,5.59
3725,10,2,47,0.33,3,neighbour_22,524.21,9.27
3726,10,2,47,0.33,3,neighbour_23,1262.47,20.62
3727,10,2,47,0.33,3,neighbour_24,2999.39,2.66
3728,10,2,47,0.33,4,neighbour_1,3653.66,27.99
3729,10,2,47,0.33,4,neighbour_2,1940.57,22.94
3730,10,2,47,0.33,4,neighbour_3,1148.14,5.26
3731,10,2,47,0.33,4,neighbour_4,580.75,14.53
3732,10,2,47,0.33,4,neighbour_5,76.89,9.25
3733,10,2,47,0.33,4,neighbour_6,30.51,7.39
3734,10,2,47,0.33,4,neighbour_7,32.01,1.89
3735,10,2,47,0.33,4,neighbour_8,618.28,11.64
3736,10,2,47,0.33,4,neighbour_9,1183.31,13.22
3737,10,2,47,0.33,4,neighbour_10,3892.45,4.89
3738,10,2,47,0.33,4,neighbour_11,769.68,13.54
3739,10,2,47,0.33,4,neighbour_12,4313.23,2.0
3740,10,2,47,0.33,4,neighbour_13,2535.01,3.68
3741,10,2,47,0.33,4,neighbour_14,3830.14,49.35
3742,10,2,47,0.33,4,neighbour_15,2957.13,31.76
3743,10,2,47,0.33,4,neighbour_16,4681.25,4.99
3744,10,2,47,0.33,4,neighbour_17,2856.42,3.53
3745,10,2,47,0.33,4,neighbour_18,4943.95,24.01
3746,10,2,47,0.33,4,neighbour_19,4264.33,13.14
3747,10,2,47,0.33,4,neighbour_20,4471.12,12.03
3748,10,2,47,0.33,4,neighbour_21,3834.27,42.71
3749,10,2,47,0.33,4,neighbour_22,4377.59,12.74
3750,10,2,47,0.33,4,neighbour_23,5093.4,21.26
3751,10,2,47,0.33,4,neighbour_24,4529.9,5.88
3752,10,2,47,0.33,4,neighbour_25,2415.05,30.69
3753,10,2,47,0.33,4,neighbour_26,839.87,9.87
3754,10,2,47,0.33,4,neighbour_27,246.57,31.9
3755,10,2,47,0.33,4,neighbour_28,26.49,17.69
3756,10,2,47,0.33,4,neighbour_29,175.25,7.76
3757,10,2,47,0.33,4,neighbour_30,2162.05,56.05
3758,10,2,47,0.33,4,neighbour_31,3090.65,2.4
3759,10,2,47,0.33,4,neighbour_32,7785.09,10.35
3760,10,3,47,0.33,1,neighbour_1,675.25,22.22
3761,10,3,47,0.33,1,neighbour_2,45.59,10.82
3762,10,3,47,0.33,1,neighbour_3,157.81,4.09
3763,10,3,47,0.33,1,neighbour_4,454.06,6.63
3764,10,3,47,0.33,1,neighbour_5,66.22,14.13
3765,10,3,47,0.33,1,neighbour_6,448.76,19.15
3766,10,3,47,0.33,1,neighbour_7,27.64,4.13
3767,10,3,47,0.33,1,neighbour_8,129.36,2.84
3768,10,3,47,0.33,2,neighbour_1,1427.06,6.52
3769,10,3,47,0.33,2,neighbour_2,428.66,8.78
3770,10,3,47,0.33,2,neighbour_3,19.89,9.9
3771,10,3,47,0.33,2,neighbour_4,27.05,6.84
3772,10,3,47,0.33,2,neighbour_5,299.76,15.1
3773,10,3,47,0.33,2,neighbour_6,985.98,10.77
3774,10,3,47,0.33,2,neighbour_7,812.41,21.96
3775,10,3,47,0.33,2,neighbour_8,905.72,7.17
3776,10,3,47,0.33,2,neighbour_9,466.46,25.04
3777,10,3,47,0.33,2,neighbour_10,1110.69,5.12
3778,10,3,47,0.33,2,neighbour_11,803.93,3.41
3779,10,3,47,0.33,2,neighbour_12,789.88,5.37
3780,10,3,47,0.33,2,neighbour_13,301.29,20.4
3781,10,3,47,0.33,2,neighbour_14,14.95,24.77
3782,10,3,47,0.33,2,neighbour_15,280.33,1.55
3783,10,3,47,0.33,2,neighbour_16,1420.9,22.95
3784,10,3,47,0.33,3,neighbour_1,2372.64,13.86
3785,10,3,47,0.33,3,neighbour_2,1324.32,5.48
3786,10,3,47,0.33,3,neighbour_3,800.27,5.78
3787,10,3,47,0.33,3,neighbour_4,334.61,3.94
3788,10,3,47,0.33,3,neighbour_5,157.49,4.65
3789,10,3,47,0.33,3,neighbour_6,114.79,5.23
3790,10,3,47,0.33,3,neighbour_7,923.18,41.77
3791,10,3,47,0.33,3,neighbour_8,1715.29,18.77
3792,10,3,47,0.33,3,neighbour_9,1575.33,17.86
3793,10,3,47,0.33,3,neighbour_10,1819.79,8.92
3794,10,3,47,0.33,3,neighbour_11,1342.71,10.26
3795,10,3,47,0.33,3,neighbour_12,2564.48,25.8
3796,10,3,47,0.33,3,neighbour_13,1863.56,6.91
3797,10,3,47,0.33,3,neighbour_14,2288.27,5.1
3798,10,3,47,0.33,3,neighbour_15,1610.69,2.82
3799,10,3,47,0.33,3,neighbour_16,2600.1,2.46
3800,10,3,47,0.33,3,neighbour_17,2141.58,11.49
3801,10,3,47,0.33,3,neighbour_18,3074.84,13.56
3802,10,3,47,0.33,3,neighbour_19,1311.52,6.0
3803,10,3,47,0.33,3,neighbour_20,344.56,9.85
3804,10,3,47,0.33,3,neighbour_21,15.72,10.14
3805,10,3,47,0.33,3,neighbour_22,658.12,20.59
3806,10,3,47,0.33,3,neighbour_23,1289.4,5.88
3807,10,3,47,0.33,3,neighbour_24,3067.21,4.53
3808,10,3,47,0.33,4,neighbour_1,3572.97,2.61
3809,10,3,47,0.33,4,neighbour_2,2574.31,25.46
3810,10,3,47,0.33,4,neighbour_3,777.17,12.26
3811,10,3,47,0.33,4,neighbour_4,504.05,2.04
3812,10,3,47,0.33,4,neighbour_5,160.59,2.11
3813,10,3,47,0.33,4,neighbour_6,10.84,4.09
3814,10,3,47,0.33,4,neighbour_7,431.47,6.88
3815,10,3,47,0.33,4,neighbour_8,494.34,8.01
3816,10,3,47,0.33,4,neighbour_9,952.68,10.95
3817,10,3,47,0.33,4,neighbour_10,3863.15,7.1
3818,10,3,47,0.33,4,neighbour_11,1485.27,17.16
3819,10,3,47,0.33,4,neighbour_12,3659.4,5.66
3820,10,3,47,0.33,4,neighbour_13,1600.8,10.04
3821,10,3,47,0.33,4,neighbour_14,4499.29,11.76
3822,10,3,47,0.33,4,neighbour_15,3303.7,7.33
3823,10,3,47,0.33,4,neighbour_16,3390.16,8.98
3824,10,3,47,0.33,4,neighbour_17,2819.01,3.65
3825,10,3,47,0.33,4,neighbour_18,4780.68,4.94
3826,10,3,47,0.33,4,neighbour_19,4893.87,2.95
3827,10,3,47,0.33,4,neighbour_20,4511.96,11.09
3828,10,3,47,0.33,4,neighbour_21,4495.72,7.95
3829,10,3,47,0.33,4,neighbour_22,3916.95,8.56
3830,10,3,47,0.33,4,neighbour_23,6546.78,9.61
3831,10,3,47,0.33,4,neighbour_24,4350.41,8.21
3832,10,3,47,0.33,4,neighbour_25,2461.65,38.14
3833,10,3,47,0.33,4,neighbour_26,962.63,4.72
3834,10,3,47,0.33,4,neighbour_27,239.15,19.35
3835,10,3,47,0.33,4,neighbour_28,22.27,3.79
3836,10,3,47,0.33,4,neighbour_29,694.85,20.18
3837,10,3,47,0.33,4,neighbour_30,1922.4,16.03
3838,10,3,47,0.33,4,neighbour_31,4078.11,15.88
3839,10,3,47,0.33,4,neighbour_32,5926.71,3.21
3840,10,4,47,0.33,1,neighbour_1,565.02,5.6
3841,10,4,47,0.33,1,neighbour_2,65.45,2.65
3842,10,4,47,0.33,1,neighbour_3,13.42,6.16
3843,10,4,47,0.33,1,neighbour_4,506.1,3.61
3844,10,4,47,0.33,1,neighbour_5,496.42,16.62
3845,10,4,47,0.33,1,neighbour_6,301.17,7.37
3846,10,4,47,0.33,1,neighbour_7,3.74,17.11
3847,10,4,47,0.33,1,neighbour_8,586.99,9.66
3848,10,4,47,0.33,2,neighbour_1,1369.73,2.45
3849,10,4,47,0.33,2,neighbour_2,499.23,8.04
3850,10,4,47,0.33,2,neighbour_3,28.58,7.17
3851,10,4,47,0.33,2,neighbour_4,20.96,19.22
3852,10,4,47,0.33,2,neighbour_5,355.81,18.52
3853,10,4,47,0.33,2,neighbour_6,1481.14,13.03
3854,10,4,47,0.33,2,neighbour_7,331.42,2.89
3855,10,4,47,0.33,2,neighbour_8,1044.64,15.37
3856,10,4,47,0.33,2,neighbour_9,1149.15,10.97
3857,10,4,47,0.33,2,neighbour_10,771.53,19.97
3858,10,4,47,0.33,2,neighbour_11,872.36,8.14
3859,10,4,47,0.33,2,neighbour_12,941.15,2.94
3860,10,4,47,0.33,2,neighbour_13,82.85,24.48
3861,10,4,47,0.33,2,neighbour_14,16.91,6.64
3862,10,4,47,0.33,2,neighbour_15,921.08,15.29
3863,10,4,47,0.33,2,neighbour_16,2021.87,3.79
3864,10,4,47,0.33,3,neighbour_1,2801.53,5.21
3865,10,4,47,0.33,3,neighbour_2,918.92,7.14
3866,10,4,47,0.33,3,neighbour_3,591.83,6.42
3867,10,4,47,0.33,3,neighbour_4,25.68,6.36
3868,10,4,47,0.33,3,neighbour_5,33.97,66.37
3869,10,4,47,0.33,3,neighbour_6,75.72,11.61
3870,10,4,47,0.33,3,neighbour_7,806.37,5.29
3871,10,4,47,0.33,3,neighbour_8,2326.02,4.72
3872,10,4,47,0.33,3,neighbour_9,592.83,5.35
3873,10,4,47,0.33,3,neighbour_10,2523.3,6.61
3874,10,4,47,0.33,3,neighbour_11,1411.78,4.03
3875,10,4,47,0.33,3,neighbour_12,1899.19,18.52
3876,10,4,47,0.33,3,neighbour_13,2214.59,9.11
3877,10,4,47,0.33,3,neighbour_14,2172.25,18.39
3878,10,4,47,0.33,3,neighbour_15,1745.1,3.44
3879,10,4,47,0.33,3,neighbour_16,2295.9,17.65
3880,10,4,47,0.33,3,neighbour_17,2282.27,7.62
3881,10,4,47,0.33,3,neighbour_18,2068.5,14.83
3882,10,4,47,0.33,3,neighbour_19,420.9,16.0
3883,10,4,47,0.33,3,neighbour_20,166.4,58.3
3884,10,4,47,0.33,3,neighbour_21,148.79,5.39
3885,10,4,47,0.33,3,neighbour_22,493.84,9.6
3886,10,4,47,0.33,3,neighbour_23,1350.85,5.58
3887,10,4,47,0.33,3,neighbour_24,3194.48,7.66
3888,10,4,47,0.33,4,neighbour_1,4104.44,11.16
3889,10,4,47,0.33,4,neighbour_2,2129.86,3.11
3890,10,4,47,0.33,4,neighbour_3,1349.89,16.79
3891,10,4,47,0.33,4,neighbour_4,420.3,3.11
3892,10,4,47,0.33,4,neighbour_5,159.31,4.93
3893,10,4,47,0.33,4,neighbour_6,64.72,11.16
3894,10,4,47,0.33,4,neighbour_7,460.6,27.66
3895,10,4,47,0.33,4,neighbour_8,615.7,4.36
3896,10,4,47,0.33,4,neighbour_9,1165.35,8.0
3897,10,4,47,0.33,4,neighbour_10,3074.41,9.65
3898,10,4,47,0.33,4,neighbour_11,1650.7,12.09
3899,10,4,47,0.33,4,neighbour_12,3805.55,12.84
3900,10,4,47,0.33,4,neighbour_13,1853.4,11.83
3901,10,4,47,0.33,4,neighbour_14,4104.85,4.95
3902,10,4,47,0.33,4,neighbour_15,3342.94,7.77
3903,10,4,47,0.33,4,neighbour_16,4006.21,2.94
3904,10,4,47,0.33,4,neighbour_17,3769.2,15.05
3905,10,4,47,0.33,4,neighbour_18,4111.36,9.56
3906,10,4,47,0.33,4,neighbour_19,3113.5,7.96
3907,10,4,47,0.33,4,neighbour_20,3906.42,19.17
3908,10,4,47,0.33,4,neighbour_21,5225.54,3.63
3909,10,4,47,0.33,4,neighbour_22,4280.02,2.53
3910,10,4,47,0.33,4,neighbour_23,5830.26,56.66
3911,10,4,47,0.33,4,neighbour_24,4628.92,29.05
3912,10,4,47,0.33,4,neighbour_25,2117.99,20.9
3913,10,4,47,0.33,4,neighbour_26,1018.22,7.51
3914,10,4,47,0.33,4,neighbour_27,203.41,8.77
3915,10,4,47,0.33,4,neighbour_28,95.85,13.72
3916,10,4,47,0.33,4,neighbour_29,409.68,7.49
3917,10,4,47,0.33,4,neighbour_30,1669.64,2.53
3918,10,4,47,0.33,4,neighbour_31,3621.21,5.55
3919,10,4,47,0.33,4,neighbour_32,5811.08,18.54
3920,10,5,47,0.33,1,neighbour_1,337.01,18.65
3921,10,5,47,0.33,1,neighbour_2,16.34,5.22
3922,10,5,47,0.33,1,neighbour_3,116.23,5.6
3923,10,5,47,0.33,1,neighbour_4,239.2,7.56
3924,10,5,47,0.33,1,neighbour_5,352.18,5.89
3925,10,5,47,0.33,1,neighbour_6,184.31,5.0
3926,10,5,47,0.33,1,neighbour_7,117.89,12.94
3927,10,5,47,0.33,1,neighbour_8,151.88,23.73
3928,10,5,47,0.33,2,neighbour_1,1034.54,6.67
3929,10,5,47,0.33,2,neighbour_2,403.22,6.49
3930,10,5,47,0.33,2,neighbour_3,80.31,49.49
3931,10,5,47,0.33,2,neighbour_4,95.19,9.69
3932,10,5,47,0.33,2,neighbour_5,361.95,9.9
3933,10,5,47,0.33,2,neighbour_6,1191.71,8.02
3934,10,5,47,0.33,2,neighbour_7,474.48,8.32
3935,10,5,47,0.33,2,neighbour_8,871.83,18.36
3936,10,5,47,0.33,2,neighbour_9,651.3,7.35
3937,10,5,47,0.33,2,neighbour_10,1049.47,3.36
3938,10,5,47,0.33,2,neighbour_11,1087.67,17.49
3939,10,5,47,0.33,2,neighbour_12,1049.31,3.66
3940,10,5,47,0.33,2,neighbour_13,97.07,7.32
3941,10,5,47,0.33,2,neighbour_14,17.75,7.32
3942,10,5,47,0.33,2,neighbour_15,537.66,7.62
3943,10,5,47,0.33,2,neighbour_16,745.79,1.95
3944,10,5,47,0.33,3,neighbour_1,1901.24,7.23
3945,10,5,47,0.33,3,neighbour_2,910.19,4.37
3946,10,5,47,0.33,3,neighbour_3,405.56,16.76
3947,10,5,47,0.33,3,neighbour_4,148.3,17.29
3948,10,5,47,0.33,3,neighbour_5,8.67,6.39
3949,10,5,47,0.33,3,neighbour_6,253.5,6.58
3950,10,5,47,0.33,3,neighbour_7,948.03,14.02
3951,10,5,47,0.33,3,neighbour_8,1844.0,7.64
3952,10,5,47,0.33,3,neighbour_9,991.78,2.33
3953,10,5,47,0.33,3,neighbour_10,1897.17,3.67
3954,10,5,47,0.33,3,neighbour_11,2004.64,18.03
3955,10,5,47,0.33,3,neighbour_12,2273.0,7.35
3956,10,5,47,0.33,3,neighbour_13,1571.71,11.18
3957,10,5,47,0.33,3,neighbour_14,2560.49,36.01
3958,10,5,47,0.33,3,neighbour_15,2749.75,10.13
3959,10,5,47,0.33,3,neighbour_16,1947.51,12.12
3960,10,5,47,0.33,3,neighbour_17,3257.16,4.12
3961,10,5,47,0.33,3,neighbour_18,1746.14,18.53
3962,10,5,47,0.33,3,neighbour_19,760.24,4.57
3963,10,5,47,0.33,3,neighbour_20,133.29,9.93
3964,10,5,47,0.33,3,neighbour_21,5.27,9.11
3965,10,5,47,0.33,3,neighbour_22,489.24,14.23
3966,10,5,47,0.33,3,neighbour_23,2611.28,2.25
3967,10,5,47,0.33,3,neighbour_24,2917.13,1.87
3968,10,5,47,0.33,4,neighbour_1,3190.86,4.21
3969,10,5,47,0.33,4,neighbour_2,1876.72,4.24
3970,10,5,47,0.33,4,neighbour_3,880.53,8.31
3971,10,5,47,0.33,4,neighbour_4,662.48,9.57
3972,10,5,47,0.33,4,neighbour_5,75.57,22.49
3973,10,5,47,0.33,4,neighbour_6,96.61,7.71
3974,10,5,47,0.33,4,neighbour_7,143.63,6.48
3975,10,5,47,0.33,4,neighbour_8,687.86,12.4
3976,10,5,47,0.33,4,neighbour_9,1538.67,11.62
3977,10,5,47,0.33,4,neighbour_10,2987.97,5.06
3978,10,5,47,0.33,4,neighbour_11,1761.11,13.24
3979,10,5,47,0.33,4,neighbour_12,4319.99,13.12
3980,10,5,47,0.33,4,neighbour_13,1819.71,3.56
3981,10,5,47,0.33,4,neighbour_14,4123.75,4.16
3982,10,5,47,0.33,4,neighbour_15,2998.88,9.29
3983,10,5,47,0.33,4,neighbour_16,4334.43,4.58
3984,10,5,47,0.33,4,neighbour_17,3685.89,14.98
3985,10,5,47,0.33,4,neighbour_18,3835.23,3.57
3986,10,5,47,0.33,4,neighbour_19,5208.59,2.98
3987,10,5,47,0.33,4,neighbour_20,3747.05,8.24
3988,10,5,47,0.33,4,neighbour_21,5133.98,4.88
3989,10,5,47,0.33,4,neighbour_22,3856.19,6.86
3990,10,5,47,0.33,4,neighbour_23,6211.76,20.61
3991,10,5,47,0.33,4,neighbour_24,4111.27,15.25
3992,10,5,47,0.33,4,neighbour_25,2088.93,5.54
3993,10,5,47,0.33,4,neighbour_26,789.5,20.39
3994,10,5,47,0.33,4,neighbour_27,182.89,33.27
3995,10,5,47,0.33,4,neighbour_28,22.35,9.65
3996,10,5,47,0.33,4,neighbour_29,889.02,21.19
3997,10,5,47,0.33,4,neighbour_30,2338.29,24.0
3998,10,5,47,0.33,4,neighbour_31,4019.16,5.7
3999,10,5,47,0.33,4,neighbour_32,8163.02,2.32
4000,11,1,37,0.23,1,neighbour_1,64.4,1.35
4001,11,1,37,0.23,1,neighbour_2,31.05,3.33
4002,11,1,37,0.23,1,neighbour_3,60.91,6.5
4003,11,1,37,0.23,1,neighbour_4,116.42,11.0
4004,11,1,37,0.23,1,neighbour_5,179.9,6.95
4005,11,1,37,0.23,1,neighbour_6,110.59,35.63
4006,11,1,37,0.23,1,neighbour_7,2.34,4.6
4007,11,1,37,0.23,1,neighbour_8,319.11,1.6
4008,11,1,37,0.23,2,neighbour_1,533.92,4.66
4009,11,1,37,0.23,2,neighbour_2,125.4,18.9
4010,11,1,37,0.23,2,neighbour_3,22.91,10.56
4011,11,1,37,0.23,2,neighbour_4,89.96,21.21
4012,11,1,37,0.23,2,neighbour_5,232.47,5.86
4013,11,1,37,0.23,2,neighbour_6,352.54,5.31
4014,11,1,37,0.23,2,neighbour_7,505.82,17.6
4015,11,1,37,0.23,2,neighbour_8,539.7,12.16
4016,11,1,37,0.23,2,neighbour_9,551.78,9.95
4017,11,1,37,0.23,2,neighbour_10,600.18,21.4
4018,11,1,37,0.23,2,neighbour_11,496.8,19.23
4019,11,1,37,0.23,2,neighbour_12,317.57,15.85
4020,11,1,37,0.23,2,neighbour_13,187.17,7.78
4021,11,1,37,0.23,2,neighbour_14,7.48,2.88
4022,11,1,37,0.23,2,neighbour_15,47.42,21.97
4023,11,1,37,0.23,2,neighbour_16,451.12,6.55
4024,11,1,37,0.23,3,neighbour_1,891.48,2.48
4025,11,1,37,0.23,3,neighbour_2,265.27,5.51
4026,11,1,37,0.23,3,neighbour_3,158.44,26.08
4027,11,1,37,0.23,3,neighbour_4,14.72,13.49
4028,11,1,37,0.23,3,neighbour_5,129.18,6.73
4029,11,1,37,0.23,3,neighbour_6,126.21,10.06
4030,11,1,37,0.23,3,neighbour_7,336.79,12.09
4031,11,1,37,0.23,3,neighbour_8,759.78,10.48
4032,11,1,37,0.23,3,neighbour_9,1114.04,6.17
