,Sample,Replication,n,p,Hop,Neigbour Index,Original,TDA
0,1,1,32,0.29,1,neighbour_1,171.42,1.94
1,1,1,32,0.29,1,neighbour_2,18.76,10.14
2,1,1,32,0.29,1,neighbour_3,71.39,16.05
3,1,1,32,0.29,1,neighbour_4,91.41,6.32
4,1,1,32,0.29,1,neighbour_5,87.38,6.96
5,1,1,32,0.29,1,neighbour_6,228.56,1.13
6,1,1,32,0.29,1,neighbour_7,19.66,5.79
7,1,1,32,0.29,1,neighbour_8,90.17,5.37
8,1,1,32,0.29,2,neighbour_1,242.25,27.17
9,1,1,32,0.29,2,neighbour_2,82.04,16.77
10,1,1,32,0.29,2,neighbour_3,37.11,15.43
11,1,1,32,0.29,2,neighbour_4,24.23,10.19
12,1,1,32,0.29,2,neighbour_5,117.64,12.97
13,1,1,32,0.29,2,neighbour_6,347.61,7.38
14,1,1,32,0.29,2,neighbour_7,285.36,22.17
15,1,1,32,0.29,2,neighbour_8,230.92,12.38
16,1,1,32,0.29,2,neighbour_9,329.38,12.61
17,1,1,32,0.29,2,neighbour_10,564.21,3.97
18,1,1,32,0.29,2,neighbour_11,661.68,1.94
19,1,1,32,0.29,2,neighbour_12,356.87,2.51
20,1,1,32,0.29,2,neighbour_13,84.63,16.32
21,1,1,32,0.29,2,neighbour_14,39.99,5.49
22,1,1,32,0.29,2,neighbour_15,93.17,4.33
23,1,1,32,0.29,2,neighbour_16,285.32,4.88
24,1,1,32,0.29,3,neighbour_1,615.49,8.79
25,1,1,32,0.29,3,neighbour_2,106.24,9.6
26,1,1,32,0.29,3,neighbour_3,86.69,10.18
27,1,1,32,0.29,3,neighbour_4,56.57,35.53
28,1,1,32,0.29,3,neighbour_5,16.43,1.89
29,1,1,32,0.29,3,neighbour_6,43.41,6.79
30,1,1,32,0.29,3,neighbour_7,447.78,26.43
31,1,1,32,0.29,3,neighbour_8,671.4,4.92
32,1,1,32,0.29,3,neighbour_9,287.85,21.98
33,1,1,32,0.29,3,neighbour_10,451.68,5.25
34,1,1,32,0.29,3,neighbour_11,228.2,25.48
35,1,1,32,0.29,3,neighbour_12,808.42,3.57
36,1,1,32,0.29,3,neighbour_13,874.6,24.35
37,1,1,32,0.29,3,neighbour_14,980.59,7.96
38,1,1,32,0.29,3,neighbour_15,850.69,5.3
39,1,1,32,0.29,3,neighbour_16,917.73,11.29
40,1,1,32,0.29,3,neighbour_17,1041.18,22.93
41,1,1,32,0.29,3,neighbour_18,648.08,2.14
42,1,1,32,0.29,3,neighbour_19,158.32,4.86
43,1,1,32,0.29,3,neighbour_20,50.77,10.71
44,1,1,32,0.29,3,neighbour_21,12.69,41.44
45,1,1,32,0.29,3,neighbour_22,227.75,12.59
46,1,1,32,0.29,3,neighbour_23,450.19,14.01
47,1,1,32,0.29,3,neighbour_24,1409.86,46.39
48,1,1,32,0.29,4,neighbour_1,1013.36,8.0
49,1,1,32,0.29,4,neighbour_2,334.14,27.47
50,1,1,32,0.29,4,neighbour_3,241.2,8.02
51,1,1,32,0.29,4,neighbour_4,31.23,28.76
52,1,1,32,0.29,4,neighbour_5,24.26,8.01
53,1,1,32,0.29,4,neighbour_6,18.34,28.94
54,1,1,32,0.29,4,neighbour_7,83.7,3.21
55,1,1,32,0.29,4,neighbour_8,110.92,6.05
56,1,1,32,0.29,4,neighbour_9,360.47,13.23
57,1,1,32,0.29,4,neighbour_10,723.71,7.07
58,1,1,32,0.29,4,neighbour_11,384.15,8.14
59,1,1,32,0.29,4,neighbour_12,1108.72,15.27
60,1,1,32,0.29,4,neighbour_13,545.18,0.99
61,1,1,32,0.29,4,neighbour_14,1316.79,1.31
62,1,1,32,0.29,4,neighbour_15,1004.06,1.51
63,1,1,32,0.29,4,neighbour_16,1573.31,6.49
64,1,1,32,0.29,4,neighbour_17,708.68,14.31
65,1,1,32,0.29,4,neighbour_18,1548.69,61.14
66,1,1,32,0.29,4,neighbour_19,1360.88,17.36
67,1,1,32,0.29,4,neighbour_20,1280.51,14.25
68,1,1,32,0.29,4,neighbour_21,1353.89,5.69
69,1,1,32,0.29,4,neighbour_22,1576.56,6.5
70,1,1,32,0.29,4,neighbour_23,1919.2,2.31
71,1,1,32,0.29,4,neighbour_24,1555.48,30.92
72,1,1,32,0.29,4,neighbour_25,772.62,10.83
73,1,1,32,0.29,4,neighbour_26,366.27,14.69
74,1,1,32,0.29,4,neighbour_27,60.65,3.46
75,1,1,32,0.29,4,neighbour_28,69.29,16.32
76,1,1,32,0.29,4,neighbour_29,71.12,5.82
77,1,1,32,0.29,4,neighbour_30,636.67,2.86
78,1,1,32,0.29,4,neighbour_31,1319.36,11.12
79,1,1,32,0.29,4,neighbour_32,1530.06,4.15
80,1,2,32,0.29,1,neighbour_1,34.44,7.28
81,1,2,32,0.29,1,neighbour_2,21.8,13.04
82,1,2,32,0.29,1,neighbour_3,146.07,8.61
83,1,2,32,0.29,1,neighbour_4,33.48,8.06
84,1,2,32,0.29,1,neighbour_5,217.36,10.85
85,1,2,32,0.29,1,neighbour_6,41.44,4.04
86,1,2,32,0.29,1,neighbour_7,68.44,10.0
87,1,2,32,0.29,1,neighbour_8,138.44,18.28
88,1,2,32,0.29,2,neighbour_1,207.58,27.55
89,1,2,32,0.29,2,neighbour_2,91.81,18.14
90,1,2,32,0.29,2,neighbour_3,52.65,4.72
91,1,2,32,0.29,2,neighbour_4,19.9,6.91
92,1,2,32,0.29,2,neighbour_5,218.94,13.46
93,1,2,32,0.29,2,neighbour_6,230.41,4.21
94,1,2,32,0.29,2,neighbour_7,258.38,30.03
95,1,2,32,0.29,2,neighbour_8,328.89,5.25
96,1,2,32,0.29,2,neighbour_9,547.85,5.3
97,1,2,32,0.29,2,neighbour_10,324.55,7.22
98,1,2,32,0.29,2,neighbour_11,404.97,3.57
99,1,2,32,0.29,2,neighbour_12,110.66,6.7
100,1,2,32,0.29,2,neighbour_13,39.78,8.79
101,1,2,32,0.29,2,neighbour_14,12.75,4.6
102,1,2,32,0.29,2,neighbour_15,107.21,4.78
103,1,2,32,0.29,2,neighbour_16,524.16,2.34
104,1,2,32,0.29,3,neighbour_1,323.16,5.65
105,1,2,32,0.29,3,neighbour_2,265.34,5.05
106,1,2,32,0.29,3,neighbour_3,13.6,6.09
107,1,2,32,0.29,3,neighbour_4,19.66,32.0
108,1,2,32,0.29,3,neighbour_5,97.6,1.53
109,1,2,32,0.29,3,neighbour_6,92.96,7.38
110,1,2,32,0.29,3,neighbour_7,493.19,15.99
111,1,2,32,0.29,3,neighbour_8,556.39,7.09
112,1,2,32,0.29,3,neighbour_9,692.86,21.73
113,1,2,32,0.29,3,neighbour_10,307.5,8.75
114,1,2,32,0.29,3,neighbour_11,1000.97,4.5
115,1,2,32,0.29,3,neighbour_12,526.17,7.25
116,1,2,32,0.29,3,neighbour_13,653.62,12.56
117,1,2,32,0.29,3,neighbour_14,799.74,10.01
118,1,2,32,0.29,3,neighbour_15,1059.15,15.99
119,1,2,32,0.29,3,neighbour_16,603.29,5.74
120,1,2,32,0.29,3,neighbour_17,901.16,5.49
121,1,2,32,0.29,3,neighbour_18,688.59,11.15
122,1,2,32,0.29,3,neighbour_19,352.96,3.57
123,1,2,32,0.29,3,neighbour_20,71.22,0.0
124,1,2,32,0.29,3,neighbour_21,36.18,13.02
125,1,2,32,0.29,3,neighbour_22,71.83,9.87
126,1,2,32,0.29,3,neighbour_23,645.1,6.88
127,1,2,32,0.29,3,neighbour_24,1557.52,2.85
128,1,2,32,0.29,4,neighbour_1,634.51,7.73
129,1,2,32,0.29,4,neighbour_2,296.45,5.52
130,1,2,32,0.29,4,neighbour_3,224.59,3.37
131,1,2,32,0.29,4,neighbour_4,194.12,25.89
132,1,2,32,0.29,4,neighbour_5,10.6,22.49
133,1,2,32,0.29,4,neighbour_6,33.33,52.15
134,1,2,32,0.29,4,neighbour_7,112.52,8.77
135,1,2,32,0.29,4,neighbour_8,160.48,16.16
136,1,2,32,0.29,4,neighbour_9,314.91,10.21
137,1,2,32,0.29,4,neighbour_10,689.53,15.54
138,1,2,32,0.29,4,neighbour_11,781.98,6.07
139,1,2,32,0.29,4,neighbour_12,770.63,14.54
140,1,2,32,0.29,4,neighbour_13,878.45,22.57
141,1,2,32,0.29,4,neighbour_14,1234.4,9.74
142,1,2,32,0.29,4,neighbour_15,800.41,9.02
143,1,2,32,0.29,4,neighbour_16,860.97,6.43
144,1,2,32,0.29,4,neighbour_17,1194.47,9.34
145,1,2,32,0.29,4,neighbour_18,978.15,8.1
146,1,2,32,0.29,4,neighbour_19,1456.71,11.04
147,1,2,32,0.29,4,neighbour_20,1139.43,9.09
148,1,2,32,0.29,4,neighbour_21,2764.84,12.18
149,1,2,32,0.29,4,neighbour_22,1164.25,3.82
150,1,2,32,0.29,4,neighbour_23,1778.4,11.52
151,1,2,32,0.29,4,neighbour_24,1137.4,6.56
152,1,2,32,0.29,4,neighbour_25,471.53,9.08
153,1,2,32,0.29,4,neighbour_26,203.42,6.95
154,1,2,32,0.29,4,neighbour_27,57.86,3.55
155,1,2,32,0.29,4,neighbour_28,151.72,6.58
156,1,2,32,0.29,4,neighbour_29,327.34,16.87
157,1,2,32,0.29,4,neighbour_30,487.46,12.0
158,1,2,32,0.29,4,neighbour_31,1416.31,7.78
159,1,2,32,0.29,4,neighbour_32,2976.92,9.25
160,1,3,32,0.29,1,neighbour_1,178.79,39.95
161,1,3,32,0.29,1,neighbour_2,4.93,6.05
162,1,3,32,0.29,1,neighbour_3,235.92,36.93
163,1,3,32,0.29,1,neighbour_4,84.79,11.98
164,1,3,32,0.29,1,neighbour_5,71.59,4.0
165,1,3,32,0.29,1,neighbour_6,137.49,11.44
166,1,3,32,0.29,1,neighbour_7,8.35,12.81
167,1,3,32,0.29,1,neighbour_8,235.47,17.95
168,1,3,32,0.29,2,neighbour_1,299.12,35.57
169,1,3,32,0.29,2,neighbour_2,14.25,17.06
170,1,3,32,0.29,2,neighbour_3,11.09,5.7
171,1,3,32,0.29,2,neighbour_4,107.31,3.68
172,1,3,32,0.29,2,neighbour_5,303.38,4.79
173,1,3,32,0.29,2,neighbour_6,456.47,2.17
174,1,3,32,0.29,2,neighbour_7,318.28,6.34
175,1,3,32,0.29,2,neighbour_8,348.03,11.1
176,1,3,32,0.29,2,neighbour_9,306.26,28.14
177,1,3,32,0.29,2,neighbour_10,181.97,34.67
178,1,3,32,0.29,2,neighbour_11,264.65,4.17
179,1,3,32,0.29,2,neighbour_12,300.07,7.83
180,1,3,32,0.29,2,neighbour_13,42.76,13.22
181,1,3,32,0.29,2,neighbour_14,46.39,18.78
182,1,3,32,0.29,2,neighbour_15,251.99,5.18
183,1,3,32,0.29,2,neighbour_16,512.56,47.48
184,1,3,32,0.29,3,neighbour_1,447.49,1.65
185,1,3,32,0.29,3,neighbour_2,190.0,26.7
186,1,3,32,0.29,3,neighbour_3,94.99,7.7
187,1,3,32,0.29,3,neighbour_4,4.48,5.06
188,1,3,32,0.29,3,neighbour_5,88.73,14.11
189,1,3,32,0.29,3,neighbour_6,137.68,2.66
190,1,3,32,0.29,3,neighbour_7,445.56,4.29
191,1,3,32,0.29,3,neighbour_8,371.64,4.0
192,1,3,32,0.29,3,neighbour_9,463.24,14.96
193,1,3,32,0.29,3,neighbour_10,623.92,11.69
194,1,3,32,0.29,3,neighbour_11,711.67,15.12
195,1,3,32,0.29,3,neighbour_12,695.39,14.63
196,1,3,32,0.29,3,neighbour_13,949.73,4.34
197,1,3,32,0.29,3,neighbour_14,656.47,18.27
198,1,3,32,0.29,3,neighbour_15,1095.05,8.35
199,1,3,32,0.29,3,neighbour_16,852.86,11.28
200,1,3,32,0.29,3,neighbour_17,953.22,12.14
201,1,3,32,0.29,3,neighbour_18,669.24,18.74
202,1,3,32,0.29,3,neighbour_19,197.1,23.52
203,1,3,32,0.29,3,neighbour_20,25.74,6.42
204,1,3,32,0.29,3,neighbour_21,32.19,11.3
205,1,3,32,0.29,3,neighbour_22,222.31,35.25
206,1,3,32,0.29,3,neighbour_23,724.42,35.3
207,1,3,32,0.29,3,neighbour_24,1116.31,1.25
208,1,3,32,0.29,4,neighbour_1,626.11,14.34
209,1,3,32,0.29,4,neighbour_2,447.5,26.34
210,1,3,32,0.29,4,neighbour_3,182.76,36.3
211,1,3,32,0.29,4,neighbour_4,50.55,18.23
212,1,3,32,0.29,4,neighbour_5,33.8,15.46
213,1,3,32,0.29,4,neighbour_6,19.27,12.0
214,1,3,32,0.29,4,neighbour_7,81.31,9.73
215,1,3,32,0.29,4,neighbour_8,195.12,22.17
216,1,3,32,0.29,4,neighbour_9,574.13,61.18
217,1,3,32,0.29,4,neighbour_10,725.52,1.51
218,1,3,32,0.29,4,neighbour_11,756.23,8.61
219,1,3,32,0.29,4,neighbour_12,1055.12,10.0
220,1,3,32,0.29,4,neighbour_13,651.47,8.0
221,1,3,32,0.29,4,neighbour_14,1041.03,6.63
222,1,3,32,0.29,4,neighbour_15,966.25,24.92
223,1,3,32,0.29,4,neighbour_16,1113.55,20.29
224,1,3,32,0.29,4,neighbour_17,2051.05,3.11
225,1,3,32,0.29,4,neighbour_18,1322.99,16.22
226,1,3,32,0.29,4,neighbour_19,1135.63,16.1
227,1,3,32,0.29,4,neighbour_20,1162.48,17.43
228,1,3,32,0.29,4,neighbour_21,2339.39,11.77
229,1,3,32,0.29,4,neighbour_22,1437.93,2.62
230,1,3,32,0.29,4,neighbour_23,1844.48,12.54
231,1,3,32,0.29,4,neighbour_24,1580.39,4.0
232,1,3,32,0.29,4,neighbour_25,621.35,19.61
233,1,3,32,0.29,4,neighbour_26,257.41,15.26
234,1,3,32,0.29,4,neighbour_27,52.6,6.09
235,1,3,32,0.29,4,neighbour_28,84.33,8.7
236,1,3,32,0.29,4,neighbour_29,414.27,9.61
237,1,3,32,0.29,4,neighbour_30,863.19,3.93
238,1,3,32,0.29,4,neighbour_31,2054.16,16.54
239,1,3,32,0.29,4,neighbour_32,2859.01,4.94
240,1,4,32,0.29,1,neighbour_1,130.15,11.9
241,1,4,32,0.29,1,neighbour_2,4.31,13.9
242,1,4,32,0.29,1,neighbour_3,69.85,16.14
243,1,4,32,0.29,1,neighbour_4,194.37,14.21
244,1,4,32,0.29,1,neighbour_5,20.41,14.04
245,1,4,32,0.29,1,neighbour_6,86.36,5.94
246,1,4,32,0.29,1,neighbour_7,54.9,9.18
247,1,4,32,0.29,1,neighbour_8,40.22,3.6
248,1,4,32,0.29,2,neighbour_1,424.88,28.04
249,1,4,32,0.29,2,neighbour_2,20.88,13.18
250,1,4,32,0.29,2,neighbour_3,34.07,14.58
251,1,4,32,0.29,2,neighbour_4,97.02,8.14
252,1,4,32,0.29,2,neighbour_5,144.29,5.35
253,1,4,32,0.29,2,neighbour_6,385.85,8.77
254,1,4,32,0.29,2,neighbour_7,265.54,2.39
255,1,4,32,0.29,2,neighbour_8,288.01,8.66
256,1,4,32,0.29,2,neighbour_9,261.42,17.43
257,1,4,32,0.29,2,neighbour_10,669.9,20.49
258,1,4,32,0.29,2,neighbour_11,382.74,5.14
259,1,4,32,0.29,2,neighbour_12,263.04,47.89
260,1,4,32,0.29,2,neighbour_13,44.16,28.23
261,1,4,32,0.29,2,neighbour_14,7.61,10.54
262,1,4,32,0.29,2,neighbour_15,89.79,31.45
263,1,4,32,0.29,2,neighbour_16,449.52,7.47
264,1,4,32,0.29,3,neighbour_1,502.83,15.38
265,1,4,32,0.29,3,neighbour_2,414.66,6.79
266,1,4,32,0.29,3,neighbour_3,78.99,9.0
267,1,4,32,0.29,3,neighbour_4,71.47,12.35
268,1,4,32,0.29,3,neighbour_5,20.66,26.54
269,1,4,32,0.29,3,neighbour_6,78.25,16.04
270,1,4,32,0.29,3,neighbour_7,307.69,27.15
271,1,4,32,0.29,3,neighbour_8,449.83,12.95
272,1,4,32,0.29,3,neighbour_9,152.12,7.71
273,1,4,32,0.29,3,neighbour_10,974.61,3.36
274,1,4,32,0.29,3,neighbour_11,311.91,12.92
275,1,4,32,0.29,3,neighbour_12,556.5,6.95
276,1,4,32,0.29,3,neighbour_13,436.68,6.63
277,1,4,32,0.29,3,neighbour_14,847.67,11.04
278,1,4,32,0.29,3,neighbour_15,936.92,15.36
279,1,4,32,0.29,3,neighbour_16,726.1,4.0
280,1,4,32,0.29,3,neighbour_17,661.44,18.61
281,1,4,32,0.29,3,neighbour_18,939.12,8.53
282,1,4,32,0.29,3,neighbour_19,524.19,9.22
283,1,4,32,0.29,3,neighbour_20,116.98,23.26
284,1,4,32,0.29,3,neighbour_21,21.55,10.25
285,1,4,32,0.29,3,neighbour_22,73.14,11.28
286,1,4,32,0.29,3,neighbour_23,616.36,12.25
287,1,4,32,0.29,3,neighbour_24,1181.52,10.01
288,1,4,32,0.29,4,neighbour_1,705.77,21.64
289,1,4,32,0.29,4,neighbour_2,534.76,8.0
290,1,4,32,0.29,4,neighbour_3,312.27,2.79
291,1,4,32,0.29,4,neighbour_4,97.91,24.36
292,1,4,32,0.29,4,neighbour_5,49.6,39.94
293,1,4,32,0.29,4,neighbour_6,60.03,11.69
294,1,4,32,0.29,4,neighbour_7,28.89,8.76
295,1,4,32,0.29,4,neighbour_8,195.64,24.83
296,1,4,32,0.29,4,neighbour_9,306.67,4.29
297,1,4,32,0.29,4,neighbour_10,981.67,23.55
298,1,4,32,0.29,4,neighbour_11,482.0,9.14
299,1,4,32,0.29,4,neighbour_12,1236.23,6.93
300,1,4,32,0.29,4,neighbour_13,427.39,18.71
301,1,4,32,0.29,4,neighbour_14,1318.7,7.19
302,1,4,32,0.29,4,neighbour_15,715.11,11.03
303,1,4,32,0.29,4,neighbour_16,1370.25,1.23
304,1,4,32,0.29,4,neighbour_17,917.2,6.71
305,1,4,32,0.29,4,neighbour_18,1445.52,16.25
306,1,4,32,0.29,4,neighbour_19,1604.06,3.0
307,1,4,32,0.29,4,neighbour_20,1310.83,28.17
308,1,4,32,0.29,4,neighbour_21,1929.68,2.27
309,1,4,32,0.29,4,neighbour_22,1484.05,3.63
310,1,4,32,0.29,4,neighbour_23,1530.45,2.96
311,1,4,32,0.29,4,neighbour_24,1323.42,10.17
312,1,4,32,0.29,4,neighbour_25,622.82,12.72
313,1,4,32,0.29,4,neighbour_26,448.97,7.35
314,1,4,32,0.29,4,neighbour_27,30.96,10.51
315,1,4,32,0.29,4,neighbour_28,54.48,10.15
316,1,4,32,0.29,4,neighbour_29,372.7,20.02
317,1,4,32,0.29,4,neighbour_30,936.37,10.04
318,1,4,32,0.29,4,neighbour_31,1183.25,9.81
319,1,4,32,0.29,4,neighbour_32,1777.33,5.45
320,1,5,32,0.29,1,neighbour_1,55.62,1.02
321,1,5,32,0.29,1,neighbour_2,10.59,19.74
322,1,5,32,0.29,1,neighbour_3,10.19,3.17
323,1,5,32,0.29,1,neighbour_4,67.83,5.5
324,1,5,32,0.29,1,neighbour_5,186.0,7.56
325,1,5,32,0.29,1,neighbour_6,67.85,4.93
326,1,5,32,0.29,1,neighbour_7,9.33,6.8
327,1,5,32,0.29,1,neighbour_8,48.49,4.34
328,1,5,32,0.29,2,neighbour_1,269.23,21.66
329,1,5,32,0.29,2,neighbour_2,151.95,5.23
330,1,5,32,0.29,2,neighbour_3,57.69,9.34
331,1,5,32,0.29,2,neighbour_4,113.37,7.19
332,1,5,32,0.29,2,neighbour_5,274.58,6.87
333,1,5,32,0.29,2,neighbour_6,522.01,6.75
334,1,5,32,0.29,2,neighbour_7,366.31,28.7
335,1,5,32,0.29,2,neighbour_8,520.38,26.15
336,1,5,32,0.29,2,neighbour_9,186.03,3.88
337,1,5,32,0.29,2,neighbour_10,247.29,11.8
338,1,5,32,0.29,2,neighbour_11,172.6,10.94
339,1,5,32,0.29,2,neighbour_12,427.16,7.92
340,1,5,32,0.29,2,neighbour_13,40.27,6.75
341,1,5,32,0.29,2,neighbour_14,27.64,6.6
342,1,5,32,0.29,2,neighbour_15,100.55,18.0
343,1,5,32,0.29,2,neighbour_16,882.98,11.59
344,1,5,32,0.29,3,neighbour_1,594.51,15.43
345,1,5,32,0.29,3,neighbour_2,317.53,6.19
346,1,5,32,0.29,3,neighbour_3,82.16,3.46
347,1,5,32,0.29,3,neighbour_4,14.41,1.18
348,1,5,32,0.29,3,neighbour_5,21.61,22.94
349,1,5,32,0.29,3,neighbour_6,87.54,11.76
350,1,5,32,0.29,3,neighbour_7,319.81,29.52
351,1,5,32,0.29,3,neighbour_8,674.66,4.76
352,1,5,32,0.29,3,neighbour_9,284.68,7.32
353,1,5,32,0.29,3,neighbour_10,414.55,7.39
354,1,5,32,0.29,3,neighbour_11,586.09,7.91
355,1,5,32,0.29,3,neighbour_12,969.09,8.81
356,1,5,32,0.29,3,neighbour_13,676.67,16.43
357,1,5,32,0.29,3,neighbour_14,801.74,16.53
358,1,5,32,0.29,3,neighbour_15,926.49,4.9
359,1,5,32,0.29,3,neighbour_16,770.24,40.73
360,1,5,32,0.29,3,neighbour_17,1178.03,9.88
361,1,5,32,0.29,3,neighbour_18,610.17,4.24
362,1,5,32,0.29,3,neighbour_19,242.31,14.34
363,1,5,32,0.29,3,neighbour_20,53.15,3.79
364,1,5,32,0.29,3,neighbour_21,11.52,4.47
365,1,5,32,0.29,3,neighbour_22,253.85,11.59
366,1,5,32,0.29,3,neighbour_23,257.16,16.69
367,1,5,32,0.29,3,neighbour_24,1085.7,6.05
368,1,5,32,0.29,4,neighbour_1,639.08,4.0
369,1,5,32,0.29,4,neighbour_2,329.38,19.49
370,1,5,32,0.29,4,neighbour_3,146.78,4.27
371,1,5,32,0.29,4,neighbour_4,100.57,49.1
372,1,5,32,0.29,4,neighbour_5,33.91,3.06
373,1,5,32,0.29,4,neighbour_6,47.22,25.37
374,1,5,32,0.29,4,neighbour_7,160.42,3.39
375,1,5,32,0.29,4,neighbour_8,234.33,12.1
376,1,5,32,0.29,4,neighbour_9,335.36,10.83
377,1,5,32,0.29,4,neighbour_10,812.49,18.29
378,1,5,32,0.29,4,neighbour_11,475.93,25.6
379,1,5,32,0.29,4,neighbour_12,994.84,2.88
380,1,5,32,0.29,4,neighbour_13,1307.51,6.48
381,1,5,32,0.29,4,neighbour_14,1374.84,19.39
382,1,5,32,0.29,4,neighbour_15,791.3,1.13
383,1,5,32,0.29,4,neighbour_16,1302.59,23.27
384,1,5,32,0.29,4,neighbour_17,1109.68,13.43
385,1,5,32,0.29,4,neighbour_18,1324.59,17.07
386,1,5,32,0.29,4,neighbour_19,1652.2,5.03
387,1,5,32,0.29,4,neighbour_20,1325.95,8.84
388,1,5,32,0.29,4,neighbour_21,1689.45,23.81
389,1,5,32,0.29,4,neighbour_22,1374.32,7.3
390,1,5,32,0.29,4,neighbour_23,1799.98,12.46
391,1,5,32,0.29,4,neighbour_24,1446.87,10.02
392,1,5,32,0.29,4,neighbour_25,835.04,6.82
393,1,5,32,0.29,4,neighbour_26,258.41,20.29
394,1,5,32,0.29,4,neighbour_27,163.15,8.18
395,1,5,32,0.29,4,neighbour_28,37.88,26.61
396,1,5,32,0.29,4,neighbour_29,619.9,2.22
397,1,5,32,0.29,4,neighbour_30,763.36,6.74
398,1,5,32,0.29,4,neighbour_31,1224.55,4.87
399,1,5,32,0.29,4,neighbour_32,1780.84,4.63
400,2,1,30,0.25,1,neighbour_1,68.5,21.2
401,2,1,30,0.25,1,neighbour_2,17.34,2.0
402,2,1,30,0.25,1,neighbour_3,10.51,5.63
403,2,1,30,0.25,1,neighbour_4,164.41,34.51
404,2,1,30,0.25,1,neighbour_5,60.78,0.77
405,2,1,30,0.25,1,neighbour_6,74.58,12.89
406,2,1,30,0.25,1,neighbour_7,14.23,7.34
407,2,1,30,0.25,1,neighbour_8,19.49,3.15
408,2,1,30,0.25,2,neighbour_1,150.09,14.88
409,2,1,30,0.25,2,neighbour_2,52.86,9.52
410,2,1,30,0.25,2,neighbour_3,81.93,2.79
411,2,1,30,0.25,2,neighbour_4,19.77,4.44
412,2,1,30,0.25,2,neighbour_5,154.78,10.37
413,2,1,30,0.25,2,neighbour_6,220.5,11.78
414,2,1,30,0.25,2,neighbour_7,56.04,14.42
415,2,1,30,0.25,2,neighbour_8,134.77,5.56
416,2,1,30,0.25,2,neighbour_9,382.3,4.19
417,2,1,30,0.25,2,neighbour_10,514.0,7.7
418,2,1,30,0.25,2,neighbour_11,236.81,3.28
419,2,1,30,0.25,2,neighbour_12,354.48,0.0
420,2,1,30,0.25,2,neighbour_13,83.5,9.67
421,2,1,30,0.25,2,neighbour_14,3.68,9.07
422,2,1,30,0.25,2,neighbour_15,50.14,4.11
423,2,1,30,0.25,2,neighbour_16,142.79,6.75
424,2,1,30,0.25,3,neighbour_1,613.09,9.6
425,2,1,30,0.25,3,neighbour_2,176.61,7.9
426,2,1,30,0.25,3,neighbour_3,82.58,29.54
427,2,1,30,0.25,3,neighbour_4,45.4,12.86
428,2,1,30,0.25,3,neighbour_5,2.97,11.56
429,2,1,30,0.25,3,neighbour_6,23.72,9.06
430,2,1,30,0.25,3,neighbour_7,309.63,14.24
431,2,1,30,0.25,3,neighbour_8,434.46,13.07
432,2,1,30,0.25,3,neighbour_9,409.11,6.91
433,2,1,30,0.25,3,neighbour_10,810.85,2.95
434,2,1,30,0.25,3,neighbour_11,326.54,2.63
435,2,1,30,0.25,3,neighbour_12,668.39,4.7
436,2,1,30,0.25,3,neighbour_13,426.95,7.91
437,2,1,30,0.25,3,neighbour_14,640.04,2.93
438,2,1,30,0.25,3,neighbour_15,559.36,4.36
439,2,1,30,0.25,3,neighbour_16,1031.57,9.11
440,2,1,30,0.25,3,neighbour_17,225.15,24.71
441,2,1,30,0.25,3,neighbour_18,914.96,24.56
442,2,1,30,0.25,3,neighbour_19,295.92,5.43
443,2,1,30,0.25,3,neighbour_20,80.35,4.09
444,2,1,30,0.25,3,neighbour_21,6.31,7.82
445,2,1,30,0.25,3,neighbour_22,86.11,27.75
446,2,1,30,0.25,3,neighbour_23,280.64,36.09
447,2,1,30,0.25,3,neighbour_24,851.39,24.24
448,2,1,30,0.25,4,neighbour_1,754.97,20.08
449,2,1,30,0.25,4,neighbour_2,431.79,107.74
450,2,1,30,0.25,4,neighbour_3,184.54,8.85
451,2,1,30,0.25,4,neighbour_4,185.37,5.34
452,2,1,30,0.25,4,neighbour_5,37.1,4.52
453,2,1,30,0.25,4,neighbour_6,7.82,9.32
454,2,1,30,0.25,4,neighbour_7,66.73,14.0
455,2,1,30,0.25,4,neighbour_8,62.33,7.96
456,2,1,30,0.25,4,neighbour_9,244.51,6.0
457,2,1,30,0.25,4,neighbour_10,780.79,7.54
458,2,1,30,0.25,4,neighbour_11,516.25,14.69
459,2,1,30,0.25,4,neighbour_12,890.09,7.03
460,2,1,30,0.25,4,neighbour_13,877.3,5.51
461,2,1,30,0.25,4,neighbour_14,1013.54,21.05
462,2,1,30,0.25,4,neighbour_15,281.29,19.07
463,2,1,30,0.25,4,neighbour_16,1205.01,45.88
464,2,1,30,0.25,4,neighbour_17,872.07,12.46
465,2,1,30,0.25,4,neighbour_18,1281.64,2.12
466,2,1,30,0.25,4,neighbour_19,1631.97,4.41
467,2,1,30,0.25,4,neighbour_20,1384.52,25.59
468,2,1,30,0.25,4,neighbour_21,1018.53,15.87
469,2,1,30,0.25,4,neighbour_22,1320.05,3.27
470,2,1,30,0.25,4,neighbour_23,1722.35,6.0
471,2,1,30,0.25,4,neighbour_24,1366.38,5.47
472,2,1,30,0.25,4,neighbour_25,747.46,2.28
473,2,1,30,0.25,4,neighbour_26,288.93,6.49
474,2,1,30,0.25,4,neighbour_27,42.76,3.46
475,2,1,30,0.25,4,neighbour_28,14.45,31.16
476,2,1,30,0.25,4,neighbour_29,50.26,19.15
477,2,1,30,0.25,4,neighbour_30,384.81,8.0
