,n,m,Original_1,TDA_1,Original_2,TDA_2,Original_3,TDA_3,Original_4,TDA_4
67,726,65,17793.350529027583,12.4238019363167,42565.45308883522,21.913907692800652,72341.74109730014,12.797923187515357,119322.56750359351,12.0685188936295
68,726,65,10758.066863566628,8.596027139806576,33798.0090857765,6.972803893639709,65849.4080849019,8.221009137197008,102133.53265939222,12.015963468144363
69,726,65,12237.207467235929,9.615846396182775,35470.5573437603,9.040508371563178,73323.45180393878,10.949829408100072,108383.90404285079,10.372397612026422
70,180,82,2038.3772008758438,9.415638388106325,6458.793407161134,5.619413834223191,11857.823439260392,7.126469986370738,19556.990412928382,6.968503443012297
71,180,82,2003.7269375441738,3.8456325070335224,6392.965786982232,4.37039291698337,12096.819009496594,8.17620968709019,19624.969706400545,6.965192688796757
72,180,82,1680.9606128809069,3.8048633714892,6098.989035096673,5.86328815803031,12259.408774445154,3.034909920628913,21818.823436033013,9.588119224657301
73,180,82,2288.723634243748,3.310282935226568,5968.785509002913,5.19340914413047,12527.09768110365,5.314474425111591,20498.032911973507,9.644635924115125
74,180,82,2033.795506443897,4.748570044871533,6302.665292453825,5.896742629524146,12966.844974116586,4.153226630472197,21346.785318373055,5.937842307633252
75,880,68,16427.466202055082,13.922516909540983,45176.26330971828,18.67444404571208,77693.11369503423,15.291565766517643,115572.6994211679,11.45957714581028
76,880,68,15782.57328446095,10.942022157916258,45496.37961669753,13.452477392112726,80508.61481894656,12.837455429562244,120467.03911273464,19.286342391435607
77,880,68,11693.664435675524,12.55470438349306,43621.8748549767,9.53410800184909,81561.89886816067,8.70523243063274,131295.7905623254,9.159769477250538
78,880,68,17163.96750835581,20.630954526571976,45810.96285412059,5.780570385810297,82491.74166028862,12.14366658608337,129563.25145317892,12.342543758255728
79,880,68,12957.410826785283,10.199763515938399,38532.69203076771,15.41624749947464,75022.62999600795,12.219573094359063,118609.21768805289,12.494147446599477
80,413,96,7728.303836902554,18.906788151878782,23256.8278370752,7.2577945534243575,44193.193672860325,11.305560684358753,64657.79998364196,14.857767517633228
81,413,96,7333.020012164046,7.333631479705897,24910.764396574952,15.232718372468293,45752.91851549856,15.422388638214397,70815.62613462596,10.733369263426226
82,413,96,10062.75618586802,5.014671420737537,26029.449963380426,22.955799269656623,48766.67157996218,8.117964807757383,75477.59335420319,8.98493127575551
83,413,96,6837.48171248251,21.292072098647715,22335.85162899326,12.639668823130839,43409.113654301196,13.098261426399555,68165.89600435161,21.506093600505217
84,413,96,7189.987964098436,12.1237424935714,22317.796372062352,17.183682312657524,45848.41373225227,16.182731537960372,71438.54667748869,12.264954637416908
85,843,72,17250.318756491462,9.67814317894431,49271.85678745753,8.841734670433457,82579.60599036734,8.673321020705973,130777.5291554098,9.554138750473994
86,843,72,16080.71898252303,7.014063581350777,44035.070291820724,10.96336937699262,85756.47237871905,8.730389692847027,133440.76058021947,13.106360968294766
87,843,72,16038.309647787964,9.98473312091394,40867.75044196384,9.308998948109856,77916.15094262606,7.865284870303399,117450.1819875421,8.04729521363536
88,843,72,12447.219502042844,11.088576976204836,44405.09767847283,9.920626195370296,76985.29629891625,6.661769743481281,133547.79488373184,9.234742624303337
89,843,72,13078.190976884214,9.78615950781602,44033.58779210423,12.550406172682466,76370.58200759877,6.178496276205501,132570.04558973367,11.343624425634676
90,511,65,9308.224105885722,4.68272786692795,27606.82066502366,15.621425564091973,55972.1614124566,13.189250166266085,81089.91374728509,11.370086206435598
91,511,65,8752.080881535876,12.781496118596202,26676.305175085326,12.971383640081019,52585.520347577345,10.696619763538173,79169.3237573251,16.37106693972966
92,511,65,9471.020252958837,14.759769944714893,26933.485837066855,9.945487327050014,54737.486695481406,7.087086354847584,79538.77342255617,9.349887272018256
93,511,65,10242.95774245698,14.318895333073275,30488.455264108245,17.456358918751107,58287.15857776784,13.533374510991592,85249.49428214128,9.852239682141054
94,511,65,8712.355292386665,14.527796039532642,29192.64002833985,14.125762392368149,51539.92485092855,12.22498606304698,79346.63374250526,14.00360045424043
95,427,81,9288.154674794441,32.69950407009421,23641.961339096495,9.78884258904868,48472.69921516652,23.330834564359574,74009.2347731202,9.34561773055778
96,427,81,10044.327115533766,24.94150375323762,25589.843011237153,10.56516790735115,51176.80799783593,12.566109476778434,67078.49947354203,17.204933273366212
97,427,81,7716.482106353153,11.388896161779094,23519.064841512,12.997631482776267,47385.60874460217,8.737739912054554,72504.35819348769,12.356090707664094
98,427,81,8528.035897894873,28.7548624982911,23796.04580003604,11.651082943821198,47906.76796964006,18.22796407844335,67776.97798169503,19.48933808728431
99,427,81,8650.604533975958,29.41930500015335,25651.862714398347,8.276483064229534,53954.520807374225,12.869338825217392,73384.28287566875,14.62680387776113
100,334,40,5216.1440067773965,7.2014860154425335,14794.059187380171,8.999528401171847,24355.39910360488,7.723432772683854,33132.17732054257,7.865336060378649
101,334,40,5692.206953792212,6.982026095430145,16895.493216214698,9.94580047803055,23851.617015789372,8.29673503395803,31217.568903813073,10.698337669670071
102,334,40,6061.182737927586,10.532173175732064,14404.164911161919,8.214134745777885,25756.900280085487,9.429242495295231,35160.56832005062,13.39528236820624
103,334,40,5580.271101191309,8.68186279880363,15234.204010768153,7.849163992938602,26508.775829834205,5.786682604497807,34605.8099355412,9.662904022934764
104,334,40,5594.828277574755,7.904463440433057,14717.894215807995,7.36822855766057,27422.307481507018,8.786871966468599,36508.55494152574,8.223653664818707
105,641,71,9911.725725538057,7.703536065055046,34063.829844802836,7.5073079769685895,63834.680155572394,8.8013328362903,98447.74592650367,11.696909067919933
106,641,71,10862.38615419504,5.865224621004783,29971.453575324384,8.721914810586151,67604.30717794647,10.284133885739903,102140.86556562813,11.858941746016116
107,641,71,11021.863852847273,9.381967081311524,31334.83873157634,9.607502990501967,68075.09713635195,7.399444587663357,97433.11989056692,11.8061744711531
108,641,71,10239.777144959433,10.689634806713837,35412.04209035556,12.187040400132872,66346.8146976271,9.714585062505604,104679.85755862709,8.273292068639162
109,641,71,10602.021378680829,8.43728817812287,31554.72002773165,7.624685744663504,64103.05405572345,8.481305108223665,112623.88654339677,9.663323224415077
110,373,56,8066.78301846923,8.825617824178158,18983.860168750398,9.980971953102099,36451.42961607781,6.614663545688856,53281.16097510792,8.241042433801802
111,373,56,8098.078869353045,10.228005106323746,18327.931162819455,6.040365057302884,34429.40021517866,7.146848021817549,50639.04820847382,7.182744231907773
112,373,56,6708.055287620318,7.765195447521977,17803.340768104106,9.435818517560104,35086.71729854151,7.510331366641952,48279.79063663207,8.387099041888327
113,373,56,7881.700501543592,15.52748579250101,20784.508021625603,11.656925268334643,38666.27778206479,9.264106442267218,50391.1720180432,14.660119448576758
114,373,56,6640.784922247469,8.914981503759437,19366.205162578874,13.050809615515664,31907.553807400167,6.741698838111193,49504.477052697825,8.297168521151967
115,809,51,9998.522434531802,8.921171522684284,32353.8983217219,12.063072818338725,54469.43034130937,10.161824105417942,85957.07295447591,7.596070577598846
116,809,51,13040.881122722236,12.842451351924693,37489.98139450156,22.75923562403828,57457.5517915566,20.805142816357062,88808.02503841676,18.278058104880426
117,809,51,10980.884675710726,9.900193043997136,29780.61632160935,11.430391186903087,55639.246883382584,11.736984360203873,91399.59191887753,8.548063586929302
118,809,51,9190.000218532732,6.53403302844034,32981.83190178026,9.4433877475733,59901.189129953345,8.594921683931965,85182.52532983349,12.661675884243039
119,809,51,11682.01454153474,9.53287619342374,32805.236111629216,11.370175508512355,55516.53434145206,10.128253877259853,83750.86673593082,9.4502618751339
120,915,57,15240.239008852166,17.939493375547446,40017.5952372119,10.604542047765054,71407.72243369327,12.33424676879078,113909.61003849986,7.686632180824915
121,915,57,12720.900775940278,6.694306912870507,40107.17110518932,8.264706033041193,68910.58058332835,9.791616606871465,103818.98622735922,9.20337234961782
122,915,57,13020.058103971412,10.671832246364438,34714.72637211814,13.078264528025645,64579.10589350236,9.17393171034195,100438.18540238557,13.992821966711782
123,915,57,13185.802409650365,10.011454953956754,43229.150370020565,6.482831131721705,74348.5006947489,9.368358230867688,116268.14060003092,9.780426642807832
124,915,57,18842.070957731572,7.185999643410345,48769.08755829142,8.997768322071895,76929.6685962692,11.439451082497232,120283.74872312747,9.835470544561488
125,653,81,10581.577682982577,11.19716821988304,35840.30122291761,8.017651350009132,77020.05970636057,8.98839286860224,112099.77563990574,10.909922441375826
126,653,81,13096.740246173875,9.047723209033698,41847.44759075207,12.361582359317524,86529.96104595007,14.706003058404338,116971.30943900964,13.423828591927709
127,653,81,11221.116521049898,8.781566366844327,34724.67196415638,7.1306865318344235,73983.88055475321,13.859378587325681,112972.49850515611,10.294944569923942
128,653,81,10883.600314042462,17.151132061502516,41971.79770333491,14.433927324778773,73649.92800420357,13.059630423277188,121709.93773945064,12.761586243530612
129,653,81,14044.933980702152,20.03411252579967,41314.03440547763,5.792617345264908,78980.2662302723,9.864656729103467,119250.58572497765,12.13959133214602
130,850,74,16094.38342075099,9.546445704356845,45552.780831039636,6.6478342711291445,82277.25495817617,10.381767169355637,134793.20341696893,9.419931879838636
131,850,74,14078.412780603321,8.17740264356503,44944.28444220571,11.876561010763924,81940.46309377677,9.878804066994451,142266.90995521552,13.783542798117441
132,850,74,17044.389801161997,18.89531843917112,47032.94867609296,13.202131339698816,87851.39189226588,13.825347534113483,148850.71456672513,8.072741377707015
133,850,74,13572.245888745365,7.274350358397246,41555.647162587135,8.324588706265978,84221.8410571629,11.975665541716552,133334.31243994905,8.595810115519068
134,850,74,15198.212487778608,9.866810161861274,41410.97726607503,6.112483452478758,87829.21228953313,7.6933495971901475,141496.32977104187,12.629997094613145
135,447,53,7548.32766874214,8.747108451432064,21415.090162957098,7.924335583026432,37555.89679812076,8.363580869803936,63268.349179798985,8.59153620077332
136,447,53,9027.146323474855,39.56680309611572,26180.602936661224,23.323320746314042,46903.50491549837,10.236452725563979,60197.50251335927,19.404192389348786
137,447,53,7456.803907734482,28.343017020348217,23464.744863892178,10.498993201877958,43423.206169231125,11.624136402803723,61754.47116278841,6.56818499152668
138,447,53,5637.613393609453,11.105100183799408,21150.92108393804,8.918952611353431,40802.619905690284,8.75918802541705,58677.030703998236,16.58328923002584
139,447,53,6424.83367241664,8.615121030702214,23945.787969502555,8.819732102393852,44112.06037646371,7.541555535954763,59673.89075341038,8.398688674605484
140,873,67,15046.871867481701,17.378285982130564,49188.61667370454,17.255936904277256,87784.50793272848,12.885704012670512,133507.4365350267,9.363939611670801
141,873,67,17396.071429571115,9.948255574852649,46526.04351722171,8.444833242364645,85110.93820104987,6.2395164318990135,132903.60204241698,8.578387958456647
142,873,67,18465.749960132125,157.74851350092226,55507.953194358735,160.92573629177485,96681.58815732531,139.86352708034912,144919.00868813114,145.54872384997543
143,873,67,12153.046468544497,9.496047051384233,45770.59544978979,7.573226295764496,78668.4632261744,7.978779521911382,123994.92014110532,9.117108202418358
144,873,67,13846.761359878752,12.168475402039082,44645.29981808422,17.649408298569465,79943.45906882314,8.843794634112717,122060.68697999591,8.463009005718687
145,160,65,1654.0325000164432,52.51479358258048,5546.56459467152,17.016086643094766,10340.161992093075,13.14242858000966,16346.509792699173,16.00225748257257
146,160,65,2016.2552370101782,11.355112350116153,5254.720529025468,11.76969866748679,9858.06360899651,17.766520022642474,14143.480750614804,39.369467020855936
147,160,65,2066.215190081806,37.236487820322424,5463.145979177016,30.224553013314505,9687.766534969298,19.8547962539095,15253.062796980994,29.08605759102928
148,160,65,2282.739452307916,8.081963150488978,5724.797373704908,17.081469015603105,11288.645378368863,25.125718992504545,16786.31065729107,18.01086929508218
149,160,65,1569.7008093884583,22.525501884286882,5389.586149583945,13.872175540212018,10400.506822005482,22.43952206768493,15601.882740419986,21.0
150,176,40,3223.8430941075017,11.428689441304895,6616.122685344888,13.136666576006249,10883.972324187474,11.029232744108752,14677.919842764124,14.362912440173126
151,176,40,2305.7379512855814,12.351215235585281,6908.6637166162745,8.722909134061297,10518.000221717328,13.569789180816194,13969.99975654827,14.873303994717805
152,176,40,2994.5162357049567,16.89318703976112,6899.933535325246,13.229546105472995,12041.296700032397,9.177667433599247,15742.198425453445,11.603193425940983
153,176,40,2668.4167430507878,15.826265378445934,6881.327558883733,14.898525999688745,11420.014483204151,13.031378657691977,14667.578339181462,9.92413188089791
154,176,40,2728.225548672298,9.240159628869021,8207.129260092426,11.206310084864601,12081.705109068302,15.849170341744335,14340.748686282808,9.00256737804326
155,304,58,4865.676707741762,11.716359347911594,16471.403120201794,9.701611903490832,28970.168316075084,11.815964245853117,40639.62670115262,8.987494216607622
156,304,58,3963.8392014010215,6.808467426982024,14313.667448941162,11.714161729673146,24857.955925400805,14.730675321016047,38266.440612050894,10.716285717994559
157,304,58,4516.864803093165,7.9976611250866725,13549.204521545824,11.831982193189923,29203.199671696842,6.005681994360572,40718.61400362215,13.037496041513586
158,304,58,5640.380669655573,6.717199341719691,15015.419125762484,8.070142510259158,28566.985453581496,12.979343494791653,41122.96170303511,7.178670680589942
159,304,58,6515.079769302189,14.771229787154688,16043.597029801898,6.838139279418203,28571.656441324038,8.561493740367832,42142.92702007498,9.247363343021389
160,522,37,5767.040246615919,9.043492632534157,20321.544420121754,10.780479523215657,34579.99173496127,15.293815666865415,49489.75011907199,10.989346813718484
161,522,37,8383.023956935136,4.63691728985985,19126.311981660103,12.184390798983285,33664.1063624206,9.68510548298261,50059.32931415124,11.790208542957687
162,522,37,4818.933635562432,10.338151802400873,19202.472201976092,11.456441213363028,32285.119401962038,10.604195519743335,46279.055654539145,9.751630517128216
163,522,37,5977.794648282095,11.226649684274761,19752.00494940542,11.606775776921996,35186.49465825768,12.43422612949501,47694.43874316556,9.540893238937066
164,522,37,6478.8687528169585,18.621279803607326,19489.803536755266,11.982182178372593,34479.58194430814,9.314954110908882,49809.10951795454,11.63161701517025
165,548,47,9067.26363143048,13.283485489650754,26800.149762067645,10.658105455641472,39966.72934521851,8.742393162255642,64905.17702530991,11.205083864065646
166,548,47,9329.526289241541,14.80542136154478,29743.579162655886,13.485873334728016,40179.8699152855,8.937513466952982,60457.12990126223,10.658963233483057
167,548,47,9178.585998287126,11.568053118183542,25653.074088477748,5.570027026013603,41365.96008297434,8.349663204561953,61055.43971881973,9.095342238859297
168,548,47,8938.231061570023,11.818994455163145,25294.892434605597,13.24000046679971,42791.31859046123,10.449579055341584,60218.9947266353,10.057339470000922
169,548,47,7430.474382535225,12.70213578436481,25721.295903281632,12.620751439586236,40324.37129195163,17.70820887193384,55063.10112057906,10.789830349465948
170,560,45,9792.824674677948,8.875772938116924,25887.066542586974,6.8327347875226225,38456.05619356952,9.38515742641607,56931.72978129053,9.4652234109479
171,560,45,6876.715528350187,8.877068614079171,22606.26758242224,12.510397897561022,43318.860321774824,8.60248402898756,60271.26652658249,9.587219606480264
172,560,45,8080.735975759771,11.482979107060912,26567.601332172035,9.176182131625588,42025.82637719116,9.745717247677941,62459.68244096389,11.479390114963365
173,560,45,8039.156889870781,5.988047922343235,25832.368555775443,13.686729399635327,39590.598655148024,11.179010982713088,57831.66930173166,9.854145713922152
174,560,45,7953.5426651368625,15.667794508555627,24864.855235616953,13.757832575646688,39185.146806140154,15.924392294430199,62587.49522538809,17.446941541095033
175,586,92,9447.661158719473,10.399760334202224,29743.601068997825,15.730584723879598,72277.76515761307,10.204488552049643,102706.98467293193,10.621223812196156
176,586,92,11226.679173894476,12.59407683884281,32031.085693888373,11.36187292824075,72521.23660914699,9.165618022612025,105951.44865957805,14.114935784228752
177,586,92,12415.045339705492,8.2639962072746,34030.036164566314,10.149570282850833,68048.57534570174,14.556624196230464,111177.88706499366,13.033096367735116
178,586,92,10452.72305908706,5.728600540957977,35492.07873614041,14.91765725908236,66875.01762099746,15.3558068688375,107524.46832857293,10.138983781502434
179,586,92,13211.045020386886,18.837010756831873,36471.45055486281,10.863854542894458,72248.70249926025,15.657722440566385,107835.28871754932,19.760490422082107
180,623,59,11835.309332671433,4.903763981951647,33642.08018810092,4.901324787429436,62669.33389296351,10.81290991359047,93083.53145009998,8.291172471439316
181,623,59,12613.67451773904,7.738510981738079,35720.38286201983,9.172889408783464,64650.18600527005,10.20494948211342,90704.1789209993,6.465167154643838
182,623,59,10070.697194968096,5.464349259375528,30280.506535601584,10.8766074180281,56476.11840717295,8.712587778048189,90394.2746061678,9.590407322984252
183,623,59,10823.34355623803,12.666020767603458,34369.94331218286,13.75800769949631,52281.692301612566,9.29016035096635,89261.0628672337,11.764752267391867
184,623,59,8515.975430533337,15.749095539683227,31868.74561445842,8.36556705526429,56105.763022142375,10.3201330197111,87312.0660657526,9.732070727131301
185,745,22,5730.101404779853,8.403946324114543,14683.797945750475,9.019802317840758,28595.48733701653,7.977272025282328,51621.97130316065,7.458706908775854
186,745,22,6619.483732803195,14.094457539180315,14858.526942288252,14.04490374342192,27872.26856344763,11.635989238399986,48704.28830296957,10.556328347673077
187,745,22,4764.654490001158,20.206873044391152,14497.032711561737,9.482748255550348,28056.94614682907,12.107182499134135,45109.18586000966,10.858772660545176
188,745,22,5196.713734921468,5.144657751364226,15401.44129130309,10.64926751198638,29702.259567178502,10.283550621827924,47332.48892785258,8.422719278975094
189,745,22,6218.103073356382,10.97306136840136,15765.599240341242,8.083295732669583,30207.027890129022,11.502576630556948,43600.991267586825,10.71494774140081
190,603,58,13825.588427789564,9.638948908624311,34478.89067736034,10.425811502024565,56368.14282963448,8.390487481097248,85025.4197968475,8.381302970954367
191,603,58,11217.11080795823,13.106538696505112,30270.164521756647,9.98057012534403,55322.95196101701,10.399186640026485,80480.87839916738,12.132336886557733
192,603,58,11108.144657857494,9.929996649940298,27248.48031089171,17.596524818340242,53444.13303348112,8.366322334279154,80574.13381246757,11.275545042414084
193,603,58,11684.415158640088,5.897683358035925,31668.389913537365,6.237136321502476,51831.75979272653,8.575867641463606,83581.89012860769,8.346214219450786
194,603,58,11170.717160522614,6.538378990526171,30337.42433213318,7.261635999378179,54241.51994600275,11.230081472646535,82234.59440059244,9.650079013496107
195,859,65,14679.573202057247,17.140167421221598,38925.518122052,17.696564035360524,75935.59432680733,10.80407965597019,122586.707505027,9.542056016932214
