,Sample,Replication,n,m,Hop,Neigbour Index,Original,TDA
0,1,1,573,66,1,1,5736.6,15.86
1,1,1,573,66,1,2,13506.72,27.8
2,1,1,573,66,1,3,21311.47,4.21
3,1,1,573,66,1,4,1555.14,11.65
4,1,1,573,66,1,5,2107.88,31.97
5,1,1,573,66,1,6,17277.8,25.92
6,1,1,573,66,1,7,10262.03,28.77
7,1,1,573,66,1,8,10293.72,9.63
8,1,1,573,66,2,1,23892.96,7.38
9,1,1,573,66,2,2,23586.77,9.94
10,1,1,573,66,2,3,39685.94,19.25
11,1,1,573,66,2,4,47676.63,14.81
12,1,1,573,66,2,5,61428.97,8.89
13,1,1,573,66,2,6,4488.15,60.27
14,1,1,573,66,2,7,28485.58,15.52
15,1,1,573,66,2,8,6875.75,8.48
16,1,1,573,66,2,9,7065.14,7.93
17,1,1,573,66,2,10,26872.75,12.76
18,1,1,573,66,2,11,3579.85,9.35
19,1,1,573,66,2,12,58996.98,4.61
20,1,1,573,66,2,13,47872.18,6.31
21,1,1,573,66,2,14,38351.54,6.61
22,1,1,573,66,2,15,32914.53,23.4
23,1,1,573,66,2,16,29496.92,5.08
24,1,1,573,66,3,1,43913.83,35.99
25,1,1,573,66,3,2,52366.17,15.89
26,1,1,573,66,3,3,61802.84,105.98
27,1,1,573,66,3,4,68698.74,5.68
28,1,1,573,66,3,5,75835.45,8.22
29,1,1,573,66,3,6,102106.06,5.1
30,1,1,573,66,3,7,125719.63,4.92
31,1,1,573,66,3,8,19226.38,2.6
32,1,1,573,66,3,9,78795.14,11.29
33,1,1,573,66,3,10,6898.56,12.87
34,1,1,573,66,3,11,37652.09,36.37
35,1,1,573,66,3,12,12285.04,19.59
36,1,1,573,66,3,13,13167.08,6.42
37,1,1,573,66,3,14,41612.59,25.22
38,1,1,573,66,3,15,7501.37,7.44
39,1,1,573,66,3,16,77987.0,27.09
40,1,1,573,66,3,17,21797.29,28.43
41,1,1,573,66,3,18,119950.44,24.66
42,1,1,573,66,3,19,105747.88,15.11
43,1,1,573,66,3,20,100463.37,14.61
44,1,1,573,66,3,21,78817.34,18.57
45,1,1,573,66,3,22,58108.65,4.53
46,1,1,573,66,3,23,48166.21,16.44
47,1,1,573,66,3,24,53620.93,5.86
48,1,1,573,66,4,1,68557.12,17.86
49,1,1,573,66,4,2,79315.4,4.79
50,1,1,573,66,4,3,91819.87,26.85
51,1,1,573,66,4,4,95523.01,2.78
52,1,1,573,66,4,5,96801.28,9.13
53,1,1,573,66,4,6,130710.39,3.64
54,1,1,573,66,4,7,149061.64,17.39
55,1,1,573,66,4,8,169317.37,10.3
56,1,1,573,66,4,9,190953.18,17.68
57,1,1,573,66,4,10,45006.47,12.38
58,1,1,573,66,4,11,151868.97,9.98
59,1,1,573,66,4,12,20193.76,3.41
60,1,1,573,66,4,13,95765.71,5.15
61,1,1,573,66,4,14,9903.73,44.07
62,1,1,573,66,4,15,57457.95,22.38
63,1,1,573,66,4,16,19784.0,7.73
64,1,1,573,66,4,17,22334.6,11.02
65,1,1,573,66,4,18,55382.93,21.71
66,1,1,573,66,4,19,14844.41,29.97
67,1,1,573,66,4,20,96015.1,8.18
68,1,1,573,66,4,21,22267.09,64.53
69,1,1,573,66,4,22,142486.42,29.87
70,1,1,573,66,4,23,38415.76,31.09
71,1,1,573,66,4,24,197070.05,15.52
72,1,1,573,66,4,25,170414.23,16.07
73,1,1,573,66,4,26,152703.75,23.31
74,1,1,573,66,4,27,133470.47,9.01
75,1,1,573,66,4,28,109302.34,6.0
76,1,1,573,66,4,29,95949.38,14.29
77,1,1,573,66,4,30,90165.8,7.93
78,1,1,573,66,4,31,83762.26,7.47
79,1,1,573,66,4,32,67418.29,43.62
80,1,2,573,66,1,1,5455.06,5.28
81,1,2,573,66,1,2,8296.18,19.4
82,1,2,573,66,1,3,17560.11,3.09
83,1,2,573,66,1,4,1851.49,6.65
84,1,2,573,66,1,5,2103.6,20.49
85,1,2,573,66,1,6,24179.22,1.84
86,1,2,573,66,1,7,13426.52,15.4
87,1,2,573,66,1,8,11578.58,6.82
88,1,2,573,66,2,1,24897.55,8.13
89,1,2,573,66,2,2,26254.0,6.39
90,1,2,573,66,2,3,35020.69,26.84
91,1,2,573,66,2,4,44736.61,77.92
92,1,2,573,66,2,5,63942.41,3.72
93,1,2,573,66,2,6,4084.04,11.02
94,1,2,573,66,2,7,25602.93,16.83
95,1,2,573,66,2,8,6875.21,8.79
96,1,2,573,66,2,9,6144.39,34.61
97,1,2,573,66,2,10,31660.21,4.42
98,1,2,573,66,2,11,15553.32,4.73
99,1,2,573,66,2,12,71851.02,4.04
100,1,2,573,66,2,13,59080.53,45.57
101,1,2,573,66,2,14,54393.42,27.52
102,1,2,573,66,2,15,36319.17,19.19
103,1,2,573,66,2,16,33328.87,22.85
104,1,2,573,66,3,1,38865.0,28.7
105,1,2,573,66,3,2,51909.16,23.05
106,1,2,573,66,3,3,57413.96,15.75
107,1,2,573,66,3,4,69371.0,1.57
108,1,2,573,66,3,5,85501.15,62.17
109,1,2,573,66,3,6,104190.91,14.15
110,1,2,573,66,3,7,124127.45,3.83
111,1,2,573,66,3,8,20690.18,15.48
112,1,2,573,66,3,9,70234.58,12.74
113,1,2,573,66,3,10,6516.27,11.47
114,1,2,573,66,3,11,40003.14,6.86
115,1,2,573,66,3,12,14003.3,7.74
116,1,2,573,66,3,13,12359.51,8.71
117,1,2,573,66,3,14,42937.51,4.69
118,1,2,573,66,3,15,12752.77,10.2
119,1,2,573,66,3,16,81289.17,3.7
120,1,2,573,66,3,17,25785.07,8.37
121,1,2,573,66,3,18,130437.68,5.74
122,1,2,573,66,3,19,112362.34,17.03
123,1,2,573,66,3,20,104655.7,28.62
124,1,2,573,66,3,21,77188.72,54.12
125,1,2,573,66,3,22,80742.76,22.58
126,1,2,573,66,3,23,61795.13,3.98
127,1,2,573,66,3,24,51635.71,26.34
128,1,2,573,66,4,1,56070.84,12.9
129,1,2,573,66,4,2,63625.15,10.68
130,1,2,573,66,4,3,77329.42,3.3
131,1,2,573,66,4,4,86059.1,9.69
132,1,2,573,66,4,5,108454.54,13.25
133,1,2,573,66,4,6,118069.09,5.49
134,1,2,573,66,4,7,150778.44,8.49
135,1,2,573,66,4,8,170589.35,9.77
136,1,2,573,66,4,9,190293.58,2.38
137,1,2,573,66,4,10,39704.28,14.47
138,1,2,573,66,4,11,144927.39,9.72
139,1,2,573,66,4,12,17098.91,15.8
140,1,2,573,66,4,13,102359.89,9.57
141,1,2,573,66,4,14,9365.41,27.07
142,1,2,573,66,4,15,48394.32,27.53
143,1,2,573,66,4,16,26586.65,19.26
144,1,2,573,66,4,17,21242.69,9.78
145,1,2,573,66,4,18,58628.56,28.04
146,1,2,573,66,4,19,15048.8,3.95
147,1,2,573,66,4,20,125927.83,14.7
148,1,2,573,66,4,21,23038.03,11.37
149,1,2,573,66,4,22,153409.93,11.42
150,1,2,573,66,4,23,53002.78,18.02
151,1,2,573,66,4,24,214204.45,4.83
152,1,2,573,66,4,25,178026.49,6.02
153,1,2,573,66,4,26,164405.15,5.89
154,1,2,573,66,4,27,135848.72,5.09
155,1,2,573,66,4,28,123098.38,31.77
156,1,2,573,66,4,29,115091.35,28.93
157,1,2,573,66,4,30,91521.94,22.82
158,1,2,573,66,4,31,95925.54,16.87
159,1,2,573,66,4,32,73032.1,6.58
160,1,3,573,66,1,1,14446.51,3.29
161,1,3,573,66,1,2,18716.84,17.88
162,1,3,573,66,1,3,21587.77,6.08
163,1,3,573,66,1,4,3292.85,6.49
164,1,3,573,66,1,5,2918.44,13.3
165,1,3,573,66,1,6,17735.97,5.6
166,1,3,573,66,1,7,10658.33,10.6
167,1,3,573,66,1,8,8353.52,5.53
168,1,3,573,66,2,1,27083.6,14.96
169,1,3,573,66,2,2,39323.82,31.0
170,1,3,573,66,2,3,50749.68,9.53
171,1,3,573,66,2,4,45481.35,11.88
172,1,3,573,66,2,5,64983.59,37.01
173,1,3,573,66,2,6,12232.52,7.09
174,1,3,573,66,2,7,33244.31,5.52
175,1,3,573,66,2,8,7174.36,3.89
176,1,3,573,66,2,9,8117.17,107.93
177,1,3,573,66,2,10,23949.27,11.99
178,1,3,573,66,2,11,4280.45,1.79
179,1,3,573,66,2,12,59944.66,98.65
180,1,3,573,66,2,13,43096.59,12.78
181,1,3,573,66,2,14,30581.03,59.96
182,1,3,573,66,2,15,29993.81,4.75
183,1,3,573,66,2,16,18535.89,13.13
184,1,3,573,66,3,1,49532.96,9.62
185,1,3,573,66,3,2,55719.73,8.56
186,1,3,573,66,3,3,61931.99,23.66
187,1,3,573,66,3,4,78026.86,32.98
188,1,3,573,66,3,5,93996.07,63.67
189,1,3,573,66,3,6,110570.16,3.97
190,1,3,573,66,3,7,132838.19,2.41
191,1,3,573,66,3,8,22783.23,5.74
192,1,3,573,66,3,9,81502.99,13.3
193,1,3,573,66,3,10,9291.41,18.85
194,1,3,573,66,3,11,50194.61,2.24
195,1,3,573,66,3,12,11942.25,3.25
196,1,3,573,66,3,13,16099.29,26.33
197,1,3,573,66,3,14,40225.84,8.48
198,1,3,573,66,3,15,9483.09,2.82
199,1,3,573,66,3,16,81058.49,9.11
200,1,3,573,66,3,17,22879.72,44.95
201,1,3,573,66,3,18,116763.1,5.26
202,1,3,573,66,3,19,99180.5,55.42
203,1,3,573,66,3,20,87989.24,9.0
204,1,3,573,66,3,21,72971.35,15.19
205,1,3,573,66,3,22,54205.06,61.74
206,1,3,573,66,3,23,54836.43,80.47
207,1,3,573,66,3,24,45106.36,2.16
208,1,3,573,66,4,1,69945.81,8.67
209,1,3,573,66,4,2,82884.52,28.14
210,1,3,573,66,4,3,85035.47,39.85
211,1,3,573,66,4,4,110998.53,27.59
212,1,3,573,66,4,5,126653.54,11.56
213,1,3,573,66,4,6,141037.16,72.44
214,1,3,573,66,4,7,158228.13,18.93
215,1,3,573,66,4,8,180651.65,61.63
216,1,3,573,66,4,9,188056.08,8.96
217,1,3,573,66,4,10,42432.3,13.79
218,1,3,573,66,4,11,155588.41,30.48
219,1,3,573,66,4,12,24257.88,17.29
220,1,3,573,66,4,13,102492.23,23.61
221,1,3,573,66,4,14,15875.05,3.02
222,1,3,573,66,4,15,60867.15,22.13
223,1,3,573,66,4,16,21805.92,107.83
224,1,3,573,66,4,17,21977.0,16.76
225,1,3,573,66,4,18,52166.38,61.78
226,1,3,573,66,4,19,14663.78,4.57
227,1,3,573,66,4,20,95113.34,19.3
228,1,3,573,66,4,21,26025.63,18.07
229,1,3,573,66,4,22,144551.25,40.89
230,1,3,573,66,4,23,37987.25,8.92
231,1,3,573,66,4,24,189041.66,45.87
232,1,3,573,66,4,25,169116.62,5.13
233,1,3,573,66,4,26,143986.76,37.55
234,1,3,573,66,4,27,129239.57,95.91
235,1,3,573,66,4,28,101201.66,6.42
236,1,3,573,66,4,29,94240.99,24.19
237,1,3,573,66,4,30,74752.52,29.47
238,1,3,573,66,4,31,71618.22,34.49
239,1,3,573,66,4,32,67172.63,14.47
240,1,4,573,66,1,1,8566.6,11.83
241,1,4,573,66,1,2,12685.05,10.32
242,1,4,573,66,1,3,17571.96,3.62
243,1,4,573,66,1,4,3330.89,2.12
244,1,4,573,66,1,5,2424.83,26.77
245,1,4,573,66,1,6,17371.24,17.4
246,1,4,573,66,1,7,13168.57,17.51
247,1,4,573,66,1,8,9281.35,6.47
248,1,4,573,66,2,1,21375.08,19.54
249,1,4,573,66,2,2,36241.77,20.46
250,1,4,573,66,2,3,35067.86,35.49
251,1,4,573,66,2,4,48327.0,3.27
252,1,4,573,66,2,5,54255.13,34.33
253,1,4,573,66,2,6,5961.56,31.16
254,1,4,573,66,2,7,32371.53,14.59
255,1,4,573,66,2,8,6633.68,5.24
256,1,4,573,66,2,9,7885.19,4.64
257,1,4,573,66,2,10,31412.74,16.07
258,1,4,573,66,2,11,5979.57,24.11
259,1,4,573,66,2,12,68832.02,53.08
260,1,4,573,66,2,13,55696.22,37.83
261,1,4,573,66,2,14,34854.46,29.04
262,1,4,573,66,2,15,28652.38,7.84
263,1,4,573,66,2,16,24592.7,10.0
264,1,4,573,66,3,1,33149.35,7.25
265,1,4,573,66,3,2,39996.64,30.18
266,1,4,573,66,3,3,49797.55,9.14
267,1,4,573,66,3,4,61079.64,10.88
268,1,4,573,66,3,5,76277.39,14.27
269,1,4,573,66,3,6,101956.85,18.89
270,1,4,573,66,3,7,109653.43,16.55
271,1,4,573,66,3,8,24346.73,4.88
272,1,4,573,66,3,9,82224.59,11.31
273,1,4,573,66,3,10,5703.98,11.81
274,1,4,573,66,3,11,37456.02,7.21
275,1,4,573,66,3,12,14654.09,8.8
276,1,4,573,66,3,13,11981.07,9.75
277,1,4,573,66,3,14,43305.32,72.33
278,1,4,573,66,3,15,9641.98,15.96
279,1,4,573,66,3,16,81463.88,10.41
280,1,4,573,66,3,17,21703.34,48.54
281,1,4,573,66,3,18,119029.58,12.74
282,1,4,573,66,3,19,123825.07,3.04
283,1,4,573,66,3,20,87805.22,7.74
284,1,4,573,66,3,21,75454.59,6.17
285,1,4,573,66,3,22,60721.71,24.22
286,1,4,573,66,3,23,56185.46,16.87
287,1,4,573,66,3,24,56191.9,13.82
288,1,4,573,66,4,1,47225.57,2.91
289,1,4,573,66,4,2,57633.46,47.36
290,1,4,573,66,4,3,73809.81,5.17
291,1,4,573,66,4,4,84871.99,35.81
292,1,4,573,66,4,5,98421.84,7.24
293,1,4,573,66,4,6,112565.76,15.62
294,1,4,573,66,4,7,128474.41,10.87
295,1,4,573,66,4,8,147886.39,8.5
296,1,4,573,66,4,9,173725.6,3.18
297,1,4,573,66,4,10,38198.78,4.33
298,1,4,573,66,4,11,135342.22,9.05
299,1,4,573,66,4,12,13761.39,27.07
300,1,4,573,66,4,13,94638.45,93.18
301,1,4,573,66,4,14,10832.78,16.25
302,1,4,573,66,4,15,54251.44,2.37
303,1,4,573,66,4,16,24022.41,14.05
304,1,4,573,66,4,17,21147.46,7.06
305,1,4,573,66,4,18,55962.37,21.59
306,1,4,573,66,4,19,13448.8,5.29
307,1,4,573,66,4,20,92027.29,13.09
308,1,4,573,66,4,21,18642.66,50.56
309,1,4,573,66,4,22,150941.21,5.21
310,1,4,573,66,4,23,46532.45,7.2
311,1,4,573,66,4,24,199569.65,16.98
312,1,4,573,66,4,25,161188.02,24.15
313,1,4,573,66,4,26,149212.76,2.38
314,1,4,573,66,4,27,137995.71,11.17
315,1,4,573,66,4,28,110558.57,9.85
316,1,4,573,66,4,29,100141.24,47.78
317,1,4,573,66,4,30,88442.99,3.89
318,1,4,573,66,4,31,77639.26,16.79
319,1,4,573,66,4,32,75343.15,54.29
320,1,5,573,66,1,1,11558.97,38.83
321,1,5,573,66,1,2,11361.37,6.79
322,1,5,573,66,1,3,19066.31,4.43
323,1,5,573,66,1,4,2745.03,5.38
324,1,5,573,66,1,5,2100.01,7.19
325,1,5,573,66,1,6,17552.84,36.1
326,1,5,573,66,1,7,11180.25,11.47
327,1,5,573,66,1,8,8427.09,5.07
328,1,5,573,66,2,1,23450.82,3.67
329,1,5,573,66,2,2,31761.29,6.63
330,1,5,573,66,2,3,38164.45,8.43
331,1,5,573,66,2,4,48259.54,14.38
332,1,5,573,66,2,5,56831.33,44.54
333,1,5,573,66,2,6,8208.82,2.29
334,1,5,573,66,2,7,25716.16,2.93
335,1,5,573,66,2,8,6533.14,7.17
336,1,5,573,66,2,9,6721.84,11.93
337,1,5,573,66,2,10,28757.56,4.29
338,1,5,573,66,2,11,4688.13,36.01
339,1,5,573,66,2,12,63035.32,8.89
340,1,5,573,66,2,13,53078.78,7.89
341,1,5,573,66,2,14,41503.7,3.16
342,1,5,573,66,2,15,32217.08,21.35
343,1,5,573,66,2,16,26479.41,8.1
344,1,5,573,66,3,1,39156.59,5.43
345,1,5,573,66,3,2,48416.02,27.79
346,1,5,573,66,3,3,58009.29,13.09
347,1,5,573,66,3,4,79008.0,3.66
348,1,5,573,66,3,5,90053.17,3.62
349,1,5,573,66,3,6,109286.32,6.91
350,1,5,573,66,3,7,128401.95,14.66
351,1,5,573,66,3,8,19598.6,15.22
352,1,5,573,66,3,9,84272.54,14.59
353,1,5,573,66,3,10,15027.25,4.05
354,1,5,573,66,3,11,39271.56,14.38
355,1,5,573,66,3,12,14152.0,6.67
356,1,5,573,66,3,13,13051.44,12.92
357,1,5,573,66,3,14,44022.19,5.92
358,1,5,573,66,3,15,5537.4,48.11
359,1,5,573,66,3,16,86649.72,3.55
360,1,5,573,66,3,17,21870.19,5.67
361,1,5,573,66,3,18,123932.15,13.41
362,1,5,573,66,3,19,104170.26,12.29
363,1,5,573,66,3,20,90560.61,7.65
364,1,5,573,66,3,21,73929.62,2.22
365,1,5,573,66,3,22,60936.34,15.59
366,1,5,573,66,3,23,59791.47,16.45
367,1,5,573,66,3,24,43210.41,9.65
368,1,5,573,66,4,1,65977.29,72.03
369,1,5,573,66,4,2,74375.87,10.39
370,1,5,573,66,4,3,74855.69,7.79
371,1,5,573,66,4,4,94990.78,6.39
372,1,5,573,66,4,5,106795.11,27.55
373,1,5,573,66,4,6,126109.28,19.41
374,1,5,573,66,4,7,138320.94,18.37
375,1,5,573,66,4,8,164208.07,10.98
376,1,5,573,66,4,9,182563.44,11.11
377,1,5,573,66,4,10,43208.7,9.15
378,1,5,573,66,4,11,141978.98,2.89
379,1,5,573,66,4,12,16800.35,12.15
380,1,5,573,66,4,13,96258.6,11.71
381,1,5,573,66,4,14,10851.17,4.28
382,1,5,573,66,4,15,57211.15,8.1
383,1,5,573,66,4,16,23791.89,14.55
384,1,5,573,66,4,17,21120.73,18.57
385,1,5,573,66,4,18,54269.88,7.11
386,1,5,573,66,4,19,10776.65,7.9
387,1,5,573,66,4,20,98540.97,18.8
388,1,5,573,66,4,21,22005.14,26.18
389,1,5,573,66,4,22,137170.46,5.85
390,1,5,573,66,4,23,38783.09,10.61
391,1,5,573,66,4,24,193018.6,5.93
392,1,5,573,66,4,25,183352.6,4.36
393,1,5,573,66,4,26,158116.67,8.68
394,1,5,573,66,4,27,134511.52,12.97
395,1,5,573,66,4,28,115976.66,10.56
396,1,5,573,66,4,29,96955.2,3.05
397,1,5,573,66,4,30,91977.96,4.81
398,1,5,573,66,4,31,72011.41,6.05
399,1,5,573,66,4,32,78750.69,2.89
400,2,1,625,65,1,1,7918.09,17.93
401,2,1,625,65,1,2,13748.43,21.33
402,2,1,625,65,1,3,25330.04,15.49
403,2,1,625,65,1,4,3384.55,44.03
404,2,1,625,65,1,5,3146.04,26.49
405,2,1,625,65,1,6,21061.65,8.68
406,2,1,625,65,1,7,15236.1,5.44
407,2,1,625,65,1,8,8615.46,4.11
408,2,1,625,65,2,1,22166.36,9.47
409,2,1,625,65,2,2,36299.22,4.23
410,2,1,625,65,2,3,48596.68,5.86
411,2,1,625,65,2,4,66656.44,8.65
412,2,1,625,65,2,5,70431.37,30.49
413,2,1,625,65,2,6,5406.61,1.91
414,2,1,625,65,2,7,31543.36,13.98
415,2,1,625,65,2,8,7320.69,40.76
416,2,1,625,65,2,9,7158.05,9.46
417,2,1,625,65,2,10,28759.11,18.68
418,2,1,625,65,2,11,8399.84,14.98
419,2,1,625,65,2,12,69662.42,34.79
420,2,1,625,65,2,13,60726.37,31.03
421,2,1,625,65,2,14,48364.57,30.46
422,2,1,625,65,2,15,30124.24,6.69
423,2,1,625,65,2,16,25244.24,36.72
424,2,1,625,65,3,1,49050.64,22.75
425,2,1,625,65,3,2,57780.86,11.12
426,2,1,625,65,3,3,72590.89,5.67
427,2,1,625,65,3,4,85280.04,5.46
428,2,1,625,65,3,5,87169.97,7.52
429,2,1,625,65,3,6,115683.38,35.57
430,2,1,625,65,3,7,142096.24,15.87
431,2,1,625,65,3,8,17478.91,35.62
432,2,1,625,65,3,9,97246.74,21.73
433,2,1,625,65,3,10,6841.88,7.85
434,2,1,625,65,3,11,48036.15,12.59
435,2,1,625,65,3,12,13637.36,11.2
436,2,1,625,65,3,13,17220.72,13.32
437,2,1,625,65,3,14,43101.76,32.07
438,2,1,625,65,3,15,9014.49,10.54
439,2,1,625,65,3,16,89601.39,17.62
440,2,1,625,65,3,17,26024.34,11.3
441,2,1,625,65,3,18,125261.71,8.9
442,2,1,625,65,3,19,107475.11,8.73
443,2,1,625,65,3,20,91690.01,5.75
444,2,1,625,65,3,21,89433.88,6.42
445,2,1,625,65,3,22,60923.0,53.84
446,2,1,625,65,3,23,57482.58,30.19
447,2,1,625,65,3,24,54542.19,3.34
448,2,1,625,65,4,1,72822.19,14.69
449,2,1,625,65,4,2,67034.29,11.93
450,2,1,625,65,4,3,98157.23,7.53
451,2,1,625,65,4,4,100569.56,11.38
452,2,1,625,65,4,5,121119.88,12.1
453,2,1,625,65,4,6,120882.73,10.88
454,2,1,625,65,4,7,167311.5,5.34
455,2,1,625,65,4,8,182443.21,14.54
456,2,1,625,65,4,9,221111.87,15.0
457,2,1,625,65,4,10,48822.31,19.82
458,2,1,625,65,4,11,172419.0,10.74
459,2,1,625,65,4,12,27377.61,10.45
460,2,1,625,65,4,13,105649.39,8.58
461,2,1,625,65,4,14,15307.03,4.79
462,2,1,625,65,4,15,58684.75,5.5
463,2,1,625,65,4,16,24647.15,4.91
464,2,1,625,65,4,17,27329.18,35.32
465,2,1,625,65,4,18,61218.57,10.17
466,2,1,625,65,4,19,13208.07,31.9
467,2,1,625,65,4,20,107597.01,25.36
468,2,1,625,65,4,21,23020.33,10.58
469,2,1,625,65,4,22,146270.97,8.13
470,2,1,625,65,4,23,47475.98,10.91
471,2,1,625,65,4,24,209773.78,43.8
472,2,1,625,65,4,25,188459.76,5.87
473,2,1,625,65,4,26,185372.01,5.58
474,2,1,625,65,4,27,139739.07,53.31
475,2,1,625,65,4,28,119755.08,28.34
476,2,1,625,65,4,29,101583.52,23.5
477,2,1,625,65,4,30,88539.57,12.2
478,2,1,625,65,4,31,77643.29,2.52
479,2,1,625,65,4,32,71762.42,32.77
480,2,2,625,65,1,1,7266.68,4.44
481,2,2,625,65,1,2,12888.62,6.58
482,2,2,625,65,1,3,20474.27,5.17
483,2,2,625,65,1,4,4142.93,19.34
484,2,2,625,65,1,5,3526.6,110.1
485,2,2,625,65,1,6,25589.29,26.61
486,2,2,625,65,1,7,13985.09,12.33
487,2,2,625,65,1,8,10620.24,36.05
488,2,2,625,65,2,1,19020.07,5.34
489,2,2,625,65,2,2,24708.16,5.38
490,2,2,625,65,2,3,36690.69,5.91
491,2,2,625,65,2,4,48962.67,7.7
492,2,2,625,65,2,5,68478.47,7.57
493,2,2,625,65,2,6,4361.16,14.41
494,2,2,625,65,2,7,34331.13,3.96
495,2,2,625,65,2,8,9389.77,19.71
496,2,2,625,65,2,9,7609.84,5.29
497,2,2,625,65,2,10,39134.01,12.11
498,2,2,625,65,2,11,7572.56,6.92
499,2,2,625,65,2,12,73444.89,8.25
500,2,2,625,65,2,13,77557.92,17.0
501,2,2,625,65,2,14,48320.19,12.26
502,2,2,625,65,2,15,38446.07,7.19
503,2,2,625,65,2,16,37175.82,16.59
504,2,2,625,65,3,1,50402.7,8.76
505,2,2,625,65,3,2,51202.27,9.19
506,2,2,625,65,3,3,71767.2,9.52
507,2,2,625,65,3,4,71370.28,8.53
508,2,2,625,65,3,5,83243.66,36.04
509,2,2,625,65,3,6,108759.06,23.52
510,2,2,625,65,3,7,132163.14,7.04
511,2,2,625,65,3,8,22041.18,14.3
512,2,2,625,65,3,9,91882.54,20.61
513,2,2,625,65,3,10,5912.43,4.96
514,2,2,625,65,3,11,38520.39,3.48
515,2,2,625,65,3,12,17407.43,9.03
516,2,2,625,65,3,13,12993.87,12.94
517,2,2,625,65,3,14,47061.61,5.18
518,2,2,625,65,3,15,9864.91,2.92
519,2,2,625,65,3,16,92501.8,18.18
520,2,2,625,65,3,17,25554.1,15.77
521,2,2,625,65,3,18,156566.91,11.16
522,2,2,625,65,3,19,123517.67,10.7
523,2,2,625,65,3,20,99352.22,20.3
524,2,2,625,65,3,21,88119.19,13.51
525,2,2,625,65,3,22,77740.34,9.69
526,2,2,625,65,3,23,63653.18,13.18
527,2,2,625,65,3,24,58239.51,13.19
528,2,2,625,65,4,1,55547.96,9.82
529,2,2,625,65,4,2,77491.42,1.99
530,2,2,625,65,4,3,71408.9,62.77
531,2,2,625,65,4,4,85346.16,20.13
532,2,2,625,65,4,5,110380.32,13.16
533,2,2,625,65,4,6,132541.57,9.38
534,2,2,625,65,4,7,146489.01,28.67
535,2,2,625,65,4,8,174945.46,9.33
536,2,2,625,65,4,9,202981.85,6.64
537,2,2,625,65,4,10,47705.55,3.32
538,2,2,625,65,4,11,144620.92,52.19
539,2,2,625,65,4,12,21712.08,3.17
540,2,2,625,65,4,13,106615.79,8.52
541,2,2,625,65,4,14,12068.47,30.63
542,2,2,625,65,4,15,55242.01,3.33
543,2,2,625,65,4,16,26464.25,24.1
544,2,2,625,65,4,17,24001.2,2.48
545,2,2,625,65,4,18,63451.97,10.15
546,2,2,625,65,4,19,16859.15,4.52
547,2,2,625,65,4,20,117558.2,12.78
548,2,2,625,65,4,21,26999.28,15.33
549,2,2,625,65,4,22,162863.03,5.94
550,2,2,625,65,4,23,47229.51,10.55
551,2,2,625,65,4,24,221786.31,18.32
552,2,2,625,65,4,25,201466.73,37.33
553,2,2,625,65,4,26,162524.06,6.49
554,2,2,625,65,4,27,161026.52,14.67
555,2,2,625,65,4,28,136190.91,22.92
556,2,2,625,65,4,29,123798.76,39.7
557,2,2,625,65,4,30,100252.23,18.93
558,2,2,625,65,4,31,84309.5,8.37
559,2,2,625,65,4,32,97951.86,4.52
560,2,3,625,65,1,1,5329.98,5.25
561,2,3,625,65,1,2,11078.89,5.84
562,2,3,625,65,1,3,14869.23,15.35
563,2,3,625,65,1,4,4287.16,13.57
564,2,3,625,65,1,5,2159.03,7.14
565,2,3,625,65,1,6,26299.06,11.95
566,2,3,625,65,1,7,19442.67,42.42
567,2,3,625,65,1,8,14697.58,4.26
568,2,3,625,65,2,1,32576.35,7.66
569,2,3,625,65,2,2,28943.75,18.4
570,2,3,625,65,2,3,43578.22,7.15
571,2,3,625,65,2,4,51640.49,12.92
572,2,3,625,65,2,5,65389.73,5.53
573,2,3,625,65,2,6,4834.02,4.13
574,2,3,625,65,2,7,26853.17,36.15
575,2,3,625,65,2,8,7500.48,24.45
576,2,3,625,65,2,9,5891.27,18.86
577,2,3,625,65,2,10,34422.51,67.67
578,2,3,625,65,2,11,9549.34,10.25
579,2,3,625,65,2,12,69796.87,14.24
580,2,3,625,65,2,13,67121.27,8.78
581,2,3,625,65,2,14,55058.78,12.27
582,2,3,625,65,2,15,28783.34,16.3
583,2,3,625,65,2,16,28249.47,8.38
584,2,3,625,65,3,1,47929.93,9.1
585,2,3,625,65,3,2,58937.01,4.81
586,2,3,625,65,3,3,50821.16,40.25
587,2,3,625,65,3,4,72431.85,9.02
588,2,3,625,65,3,5,88392.96,25.5
589,2,3,625,65,3,6,111631.05,20.96
590,2,3,625,65,3,7,119957.82,20.57
591,2,3,625,65,3,8,22294.52,28.33
592,2,3,625,65,3,9,78110.21,15.12
593,2,3,625,65,3,10,6313.51,5.47
594,2,3,625,65,3,11,45023.96,11.68
595,2,3,625,65,3,12,15266.68,5.27
596,2,3,625,65,3,13,15480.27,32.94
597,2,3,625,65,3,14,55293.98,9.94
598,2,3,625,65,3,15,8061.13,8.9
599,2,3,625,65,3,16,105992.77,13.22
600,2,3,625,65,3,17,28420.26,3.77
601,2,3,625,65,3,18,148979.88,24.97
602,2,3,625,65,3,19,127168.47,34.87
603,2,3,625,65,3,20,114938.73,6.63
604,2,3,625,65,3,21,80738.43,5.58
605,2,3,625,65,3,22,72342.5,12.66
606,2,3,625,65,3,23,61030.19,18.61
