,Sample,Replication,n,m,Hop,Neigbour Index,Original,TDA
15409,39,3,603,58,4,2,49195.12,8.72
15410,39,3,603,58,4,3,52865.93,15.15
15411,39,3,603,58,4,4,83570.66,48.03
15412,39,3,603,58,4,5,98202.38,4.53
15413,39,3,603,58,4,6,116466.92,5.94
15414,39,3,603,58,4,7,134653.75,14.25
15415,39,3,603,58,4,8,154918.21,14.64
15416,39,3,603,58,4,9,179087.11,5.32
15417,39,3,603,58,4,10,32416.1,3.12
15418,39,3,603,58,4,11,138259.88,3.87
15419,39,3,603,58,4,12,19025.45,5.52
15420,39,3,603,58,4,13,93144.62,7.45
15421,39,3,603,58,4,14,12868.37,8.37
15422,39,3,603,58,4,15,48629.41,6.1
15423,39,3,603,58,4,16,29212.84,12.07
15424,39,3,603,58,4,17,26024.17,32.25
15425,39,3,603,58,4,18,65852.57,12.65
15426,39,3,603,58,4,19,17707.19,2.89
15427,39,3,603,58,4,20,109590.09,11.85
15428,39,3,603,58,4,21,27913.42,20.39
15429,39,3,603,58,4,22,165760.16,23.95
15430,39,3,603,58,4,23,46855.05,16.25
15431,39,3,603,58,4,24,203558.51,13.77
15432,39,3,603,58,4,25,184246.56,6.1
15433,39,3,603,58,4,26,151040.01,15.63
15434,39,3,603,58,4,27,131625.28,7.14
15435,39,3,603,58,4,28,111088.49,4.68
15436,39,3,603,58,4,29,113003.56,14.8
15437,39,3,603,58,4,30,77577.61,12.62
15438,39,3,603,58,4,31,66407.21,3.83
15439,39,3,603,58,4,32,76756.14,10.7
15440,39,4,603,58,1,1,13130.3,2.88
15441,39,4,603,58,1,2,17083.14,8.85
15442,39,4,603,58,1,3,28097.98,2.51
15443,39,4,603,58,1,4,2346.61,17.43
15444,39,4,603,58,1,5,5068.6,9.05
15445,39,4,603,58,1,6,16088.93,8.22
15446,39,4,603,58,1,7,8902.54,3.58
15447,39,4,603,58,1,8,10238.53,2.05
15448,39,4,603,58,2,1,24695.85,4.56
15449,39,4,603,58,2,2,34232.85,5.77
15450,39,4,603,58,2,3,44049.17,3.76
15451,39,4,603,58,2,4,49912.95,9.03
15452,39,4,603,58,2,5,69723.93,5.02
15453,39,4,603,58,2,6,10192.58,10.82
15454,39,4,603,58,2,7,36189.77,11.86
15455,39,4,603,58,2,8,5085.34,6.45
15456,39,4,603,58,2,9,10403.68,6.03
15457,39,4,603,58,2,10,28011.08,8.24
15458,39,4,603,58,2,11,6329.76,59.44
15459,39,4,603,58,2,12,65952.17,4.81
15460,39,4,603,58,2,13,50649.5,4.01
15461,39,4,603,58,2,14,42345.32,5.82
15462,39,4,603,58,2,15,29103.93,19.9
15463,39,4,603,58,2,16,26940.27,8.21
15464,39,4,603,58,3,1,51348.17,6.02
15465,39,4,603,58,3,2,46105.72,10.81
15466,39,4,603,58,3,3,50308.48,16.02
15467,39,4,603,58,3,4,69441.46,8.03
15468,39,4,603,58,3,5,87705.49,5.59
15469,39,4,603,58,3,6,114466.96,14.06
15470,39,4,603,58,3,7,125737.72,63.0
15471,39,4,603,58,3,8,24118.12,4.69
15472,39,4,603,58,3,9,87667.12,7.93
15473,39,4,603,58,3,10,8272.27,14.75
15474,39,4,603,58,3,11,52315.34,3.75
15475,39,4,603,58,3,12,12840.67,7.18
15476,39,4,603,58,3,13,19232.15,69.53
15477,39,4,603,58,3,14,41333.17,4.79
15478,39,4,603,58,3,15,7298.5,44.14
15479,39,4,603,58,3,16,86029.03,5.28
15480,39,4,603,58,3,17,16663.39,3.46
15481,39,4,603,58,3,18,124908.05,17.54
15482,39,4,603,58,3,19,102389.06,7.14
15483,39,4,603,58,3,20,87326.68,18.98
15484,39,4,603,58,3,21,66942.84,5.82
15485,39,4,603,58,3,22,58479.23,9.12
15486,39,4,603,58,3,23,38682.42,11.91
15487,39,4,603,58,3,24,44073.03,11.58
15488,39,4,603,58,4,1,59478.96,5.56
15489,39,4,603,58,4,2,62335.78,6.46
15490,39,4,603,58,4,3,74202.27,16.46
15491,39,4,603,58,4,4,89026.67,26.36
15492,39,4,603,58,4,5,111871.39,7.26
15493,39,4,603,58,4,6,109100.62,7.04
15494,39,4,603,58,4,7,137430.2,77.63
15495,39,4,603,58,4,8,170191.78,10.51
15496,39,4,603,58,4,9,193116.99,2.23
15497,39,4,603,58,4,10,44966.81,7.22
15498,39,4,603,58,4,11,155421.98,8.17
15499,39,4,603,58,4,12,22748.62,3.56
15500,39,4,603,58,4,13,110900.15,13.44
15501,39,4,603,58,4,14,15567.36,4.38
15502,39,4,603,58,4,15,62550.22,19.74
15503,39,4,603,58,4,16,23990.09,25.0
15504,39,4,603,58,4,17,26047.57,4.74
15505,39,4,603,58,4,18,56352.71,11.91
15506,39,4,603,58,4,19,13001.85,11.08
15507,39,4,603,58,4,20,96851.14,12.02
15508,39,4,603,58,4,21,17539.9,2.09
15509,39,4,603,58,4,22,147883.4,2.89
15510,39,4,603,58,4,23,33968.4,8.7
15511,39,4,603,58,4,24,190367.68,8.52
15512,39,4,603,58,4,25,167938.5,10.37
15513,39,4,603,58,4,26,134743.21,17.27
15514,39,4,603,58,4,27,127543.56,5.51
15515,39,4,603,58,4,28,108870.96,1.88
15516,39,4,603,58,4,29,91302.73,5.78
15517,39,4,603,58,4,30,78137.11,57.72
15518,39,4,603,58,4,31,63641.48,8.59
15519,39,4,603,58,4,32,66321.38,5.45
15520,39,5,603,58,1,1,12702.13,6.51
15521,39,5,603,58,1,2,16576.5,7.52
15522,39,5,603,58,1,3,18397.34,15.46
15523,39,5,603,58,1,4,3953.32,6.56
15524,39,5,603,58,1,5,3079.45,6.04
15525,39,5,603,58,1,6,19401.25,6.43
15526,39,5,603,58,1,7,9639.31,13.07
15527,39,5,603,58,1,8,7686.32,4.43
15528,39,5,603,58,2,1,22848.69,5.77
15529,39,5,603,58,2,2,25340.43,10.29
15530,39,5,603,58,2,3,35492.4,36.85
15531,39,5,603,58,2,4,50224.86,7.3
15532,39,5,603,58,2,5,62167.27,18.75
15533,39,5,603,58,2,6,6387.09,15.66
15534,39,5,603,58,2,7,30313.11,4.67
15535,39,5,603,58,2,8,8958.76,39.54
15536,39,5,603,58,2,9,8258.29,3.46
15537,39,5,603,58,2,10,33041.55,5.15
15538,39,5,603,58,2,11,8628.15,3.91
15539,39,5,603,58,2,12,67865.57,11.02
15540,39,5,603,58,2,13,52811.81,6.18
15541,39,5,603,58,2,14,36874.82,4.55
15542,39,5,603,58,2,15,30361.73,14.01
15543,39,5,603,58,2,16,28660.76,7.23
15544,39,5,603,58,3,1,28735.52,5.47
15545,39,5,603,58,3,2,41430.49,2.06
15546,39,5,603,58,3,3,48305.85,13.79
15547,39,5,603,58,3,4,71086.28,3.8
15548,39,5,603,58,3,5,75205.35,5.67
15549,39,5,603,58,3,6,100987.89,9.25
15550,39,5,603,58,3,7,116469.24,2.02
15551,39,5,603,58,3,8,20224.88,11.26
15552,39,5,603,58,3,9,72973.18,2.85
15553,39,5,603,58,3,10,10830.38,7.76
15554,39,5,603,58,3,11,45356.87,20.38
15555,39,5,603,58,3,12,15466.07,21.76
15556,39,5,603,58,3,13,16803.28,8.57
15557,39,5,603,58,3,14,49816.24,5.85
15558,39,5,603,58,3,15,11587.34,26.65
15559,39,5,603,58,3,16,82116.98,8.1
15560,39,5,603,58,3,17,27017.02,12.8
15561,39,5,603,58,3,18,130412.75,77.47
15562,39,5,603,58,3,19,113336.87,50.26
15563,39,5,603,58,3,20,89724.59,14.75
15564,39,5,603,58,3,21,71653.97,51.73
15565,39,5,603,58,3,22,64506.68,11.2
15566,39,5,603,58,3,23,58666.8,46.52
15567,39,5,603,58,3,24,46782.77,25.66
15568,39,5,603,58,4,1,59448.72,10.65
15569,39,5,603,58,4,2,69141.02,1.44
15570,39,5,603,58,4,3,71419.48,13.63
15571,39,5,603,58,4,4,78280.0,4.86
15572,39,5,603,58,4,5,105224.63,14.19
15573,39,5,603,58,4,6,119977.78,8.62
15574,39,5,603,58,4,7,137595.9,4.51
15575,39,5,603,58,4,8,170564.58,27.88
15576,39,5,603,58,4,9,188058.89,4.31
15577,39,5,603,58,4,10,29968.87,11.68
15578,39,5,603,58,4,11,141482.66,22.18
15579,39,5,603,58,4,12,21828.27,6.69
15580,39,5,603,58,4,13,99351.18,10.12
15581,39,5,603,58,4,14,13076.78,11.12
15582,39,5,603,58,4,15,60342.63,4.68
15583,39,5,603,58,4,16,28523.79,20.77
15584,39,5,603,58,4,17,27555.22,3.82
15585,39,5,603,58,4,18,63154.17,15.74
15586,39,5,603,58,4,19,13090.42,3.72
15587,39,5,603,58,4,20,103713.81,10.46
15588,39,5,603,58,4,21,26283.9,3.72
15589,39,5,603,58,4,22,150057.26,9.18
15590,39,5,603,58,4,23,39259.71,15.75
15591,39,5,603,58,4,24,191015.82,7.42
15592,39,5,603,58,4,25,163188.93,14.93
15593,39,5,603,58,4,26,152561.08,6.54
15594,39,5,603,58,4,27,127982.53,58.19
15595,39,5,603,58,4,28,111601.28,8.26
15596,39,5,603,58,4,29,95175.15,33.92
15597,39,5,603,58,4,30,84903.28,6.11
15598,39,5,603,58,4,31,79565.91,7.57
15599,39,5,603,58,4,32,60439.7,19.77
15600,40,1,859,65,1,1,6609.02,22.15
15601,40,1,859,65,1,2,15921.28,12.13
15602,40,1,859,65,1,3,25586.49,32.05
15603,40,1,859,65,1,4,3641.21,6.6
15604,40,1,859,65,1,5,4345.56,24.13
15605,40,1,859,65,1,6,29134.38,7.05
15606,40,1,859,65,1,7,18427.99,40.69
15607,40,1,859,65,1,8,13437.87,6.77
15608,40,1,859,65,2,1,28560.32,31.78
15609,40,1,859,65,2,2,35487.31,14.92
15610,40,1,859,65,2,3,42091.58,11.15
15611,40,1,859,65,2,4,60625.39,43.89
15612,40,1,859,65,2,5,86817.96,10.54
15613,40,1,859,65,2,6,7276.99,11.22
15614,40,1,859,65,2,7,37062.53,37.91
15615,40,1,859,65,2,8,13548.91,40.2
15616,40,1,859,65,2,9,11420.29,15.43
15617,40,1,859,65,2,10,44661.33,23.38
15618,40,1,859,65,2,11,7923.18,41.08
15619,40,1,859,65,2,12,83439.33,3.5
15620,40,1,859,65,2,13,69839.88,36.64
15621,40,1,859,65,2,14,64550.84,19.97
15622,40,1,859,65,2,15,40788.51,5.03
15623,40,1,859,65,2,16,35132.14,14.1
15624,40,1,859,65,3,1,57580.87,4.61
15625,40,1,859,65,3,2,67411.52,122.35
15626,40,1,859,65,3,3,84459.67,20.62
15627,40,1,859,65,3,4,92665.21,15.25
15628,40,1,859,65,3,5,114524.09,10.79
15629,40,1,859,65,3,6,152085.76,10.43
15630,40,1,859,65,3,7,172051.42,22.24
15631,40,1,859,65,3,8,19873.56,3.42
15632,40,1,859,65,3,9,113566.45,7.61
15633,40,1,859,65,3,10,15871.35,7.45
15634,40,1,859,65,3,11,59594.17,6.24
15635,40,1,859,65,3,12,26046.36,15.57
15636,40,1,859,65,3,13,23202.45,3.37
15637,40,1,859,65,3,14,66052.0,10.82
15638,40,1,859,65,3,15,14343.87,17.04
15639,40,1,859,65,3,16,111513.66,6.88
15640,40,1,859,65,3,17,27021.29,4.91
15641,40,1,859,65,3,18,186716.01,7.09
15642,40,1,859,65,3,19,154146.87,11.13
15643,40,1,859,65,3,20,113908.6,3.5
15644,40,1,859,65,3,21,102518.33,42.28
15645,40,1,859,65,3,22,90075.22,13.82
15646,40,1,859,65,3,23,64769.84,17.49
15647,40,1,859,65,3,24,56331.47,12.01
15648,40,1,859,65,4,1,91494.44,25.46
15649,40,1,859,65,4,2,87163.17,6.42
15650,40,1,859,65,4,3,105035.85,5.64
15651,40,1,859,65,4,4,125158.8,14.78
15652,40,1,859,65,4,5,150286.54,11.21
15653,40,1,859,65,4,6,157221.41,14.63
15654,40,1,859,65,4,7,212503.66,28.85
15655,40,1,859,65,4,8,242625.5,8.45
15656,40,1,859,65,4,9,280246.24,6.63
15657,40,1,859,65,4,10,41203.75,12.75
15658,40,1,859,65,4,11,192264.11,3.25
15659,40,1,859,65,4,12,18741.07,4.27
15660,40,1,859,65,4,13,134697.99,28.42
15661,40,1,859,65,4,14,19595.58,4.45
15662,40,1,859,65,4,15,79718.82,2.7
15663,40,1,859,65,4,16,42790.27,21.47
15664,40,1,859,65,4,17,39881.24,6.75
15665,40,1,859,65,4,18,90482.3,9.25
15666,40,1,859,65,4,19,25823.44,6.8
15667,40,1,859,65,4,20,161264.01,9.01
15668,40,1,859,65,4,21,20754.82,2.46
15669,40,1,859,65,4,22,211436.84,18.73
15670,40,1,859,65,4,23,53751.1,18.13
15671,40,1,859,65,4,24,293597.82,8.22
15672,40,1,859,65,4,25,235807.56,7.29
15673,40,1,859,65,4,26,191124.76,18.57
15674,40,1,859,65,4,27,167342.45,16.31
15675,40,1,859,65,4,28,153625.92,24.03
15676,40,1,859,65,4,29,122320.71,74.35
15677,40,1,859,65,4,30,122852.7,19.58
15678,40,1,859,65,4,31,91375.91,9.84
15679,40,1,859,65,4,32,79903.71,5.48
15680,40,2,859,65,1,1,7343.06,9.48
15681,40,2,859,65,1,2,13312.12,6.04
15682,40,2,859,65,1,3,25910.7,28.36
15683,40,2,859,65,1,4,5528.5,22.49
15684,40,2,859,65,1,5,4932.81,28.58
15685,40,2,859,65,1,6,32066.75,8.46
15686,40,2,859,65,1,7,21866.99,13.45
15687,40,2,859,65,1,8,15931.86,11.51
15688,40,2,859,65,2,1,31426.27,3.3
15689,40,2,859,65,2,2,34638.46,8.64
15690,40,2,859,65,2,3,48524.07,1.47
15691,40,2,859,65,2,4,73161.39,54.82
15692,40,2,859,65,2,5,104006.36,15.47
15693,40,2,859,65,2,6,8059.46,30.6
15694,40,2,859,65,2,7,49434.4,9.29
15695,40,2,859,65,2,8,16259.65,8.41
15696,40,2,859,65,2,9,14622.54,10.08
15697,40,2,859,65,2,10,55453.62,3.57
15698,40,2,859,65,2,11,13459.9,3.17
15699,40,2,859,65,2,12,102054.01,15.23
15700,40,2,859,65,2,13,75427.68,7.72
15701,40,2,859,65,2,14,61400.74,64.87
15702,40,2,859,65,2,15,54367.15,45.03
15703,40,2,859,65,2,16,47093.26,3.73
15704,40,2,859,65,3,1,55943.34,5.17
15705,40,2,859,65,3,2,56015.0,12.36
15706,40,2,859,65,3,3,87216.4,38.28
15707,40,2,859,65,3,4,96515.03,9.91
15708,40,2,859,65,3,5,145990.48,6.68
15709,40,2,859,65,3,6,151033.64,5.56
15710,40,2,859,65,3,7,199673.9,53.09
15711,40,2,859,65,3,8,35745.81,13.7
15712,40,2,859,65,3,9,115410.64,14.18
15713,40,2,859,65,3,10,10772.06,7.44
15714,40,2,859,65,3,11,59587.6,14.2
15715,40,2,859,65,3,12,24530.43,3.31
15716,40,2,859,65,3,13,26926.04,7.42
15717,40,2,859,65,3,14,65426.13,26.49
15718,40,2,859,65,3,15,16783.21,9.21
15719,40,2,859,65,3,16,137155.71,11.71
15720,40,2,859,65,3,17,40369.72,17.32
15721,40,2,859,65,3,18,192648.7,4.38
15722,40,2,859,65,3,19,151963.74,3.28
15723,40,2,859,65,3,20,134054.59,6.11
15724,40,2,859,65,3,21,105305.99,27.07
15725,40,2,859,65,3,22,89430.77,8.73
15726,40,2,859,65,3,23,79298.98,13.78
15727,40,2,859,65,3,24,80608.07,8.33
15728,40,2,859,65,4,1,81887.39,12.69
15729,40,2,859,65,4,2,94325.13,7.62
15730,40,2,859,65,4,3,106041.85,9.9
15731,40,2,859,65,4,4,119787.71,5.56
15732,40,2,859,65,4,5,164428.9,49.85
15733,40,2,859,65,4,6,186043.34,9.94
15734,40,2,859,65,4,7,218174.07,37.63
15735,40,2,859,65,4,8,270588.95,3.35
15736,40,2,859,65,4,9,316191.01,3.04
15737,40,2,859,65,4,10,43317.28,8.26
15738,40,2,859,65,4,11,210753.08,37.28
15739,40,2,859,65,4,12,20367.78,3.27
15740,40,2,859,65,4,13,147793.55,10.03
15741,40,2,859,65,4,14,22432.41,2.15
15742,40,2,859,65,4,15,84681.0,26.1
15743,40,2,859,65,4,16,47550.78,3.13
15744,40,2,859,65,4,17,44843.41,7.91
15745,40,2,859,65,4,18,96160.43,4.96
15746,40,2,859,65,4,19,28504.57,22.65
15747,40,2,859,65,4,20,165593.47,13.1
15748,40,2,859,65,4,21,42339.63,6.87
15749,40,2,859,65,4,22,242078.74,8.09
15750,40,2,859,65,4,23,71394.82,27.09
15751,40,2,859,65,4,24,315153.86,12.76
15752,40,2,859,65,4,25,277630.76,17.44
15753,40,2,859,65,4,26,210175.56,5.09
15754,40,2,859,65,4,27,197866.66,7.02
15755,40,2,859,65,4,28,171401.11,7.61
15756,40,2,859,65,4,29,159180.05,25.51
15757,40,2,859,65,4,30,125558.48,11.68
15758,40,2,859,65,4,31,110617.9,8.57
15759,40,2,859,65,4,32,103332.87,4.52
15760,40,3,859,65,1,1,9005.61,18.92
15761,40,3,859,65,1,2,10720.84,4.11
15762,40,3,859,65,1,3,30736.4,10.01
15763,40,3,859,65,1,4,7225.55,10.53
15764,40,3,859,65,1,5,5615.93,14.27
15765,40,3,859,65,1,6,25391.04,14.43
15766,40,3,859,65,1,7,17611.43,3.39
15767,40,3,859,65,1,8,9470.14,8.57
15768,40,3,859,65,2,1,32385.59,5.15
15769,40,3,859,65,2,2,35858.04,19.07
15770,40,3,859,65,2,3,53073.81,35.03
15771,40,3,859,65,2,4,60233.89,49.24
15772,40,3,859,65,2,5,89612.33,18.01
15773,40,3,859,65,2,6,9972.95,4.04
15774,40,3,859,65,2,7,39706.58,21.93
15775,40,3,859,65,2,8,13964.08,16.37
15776,40,3,859,65,2,9,14095.96,25.73
15777,40,3,859,65,2,10,50881.47,14.4
15778,40,3,859,65,2,11,10995.62,11.91
15779,40,3,859,65,2,12,98271.04,3.8
15780,40,3,859,65,2,13,79017.69,13.73
15781,40,3,859,65,2,14,53616.61,8.03
15782,40,3,859,65,2,15,42636.98,9.3
15783,40,3,859,65,2,16,39005.35,9.63
15784,40,3,859,65,3,1,54468.66,30.93
15785,40,3,859,65,3,2,57490.63,15.17
15786,40,3,859,65,3,3,71911.46,9.73
15787,40,3,859,65,3,4,90728.39,15.1
15788,40,3,859,65,3,5,111159.44,70.98
15789,40,3,859,65,3,6,153889.59,15.44
15790,40,3,859,65,3,7,178912.29,40.4
15791,40,3,859,65,3,8,24510.02,5.92
15792,40,3,859,65,3,9,107179.67,20.26
15793,40,3,859,65,3,10,17781.65,9.12
15794,40,3,859,65,3,11,56421.51,3.68
15795,40,3,859,65,3,12,29238.63,28.18
15796,40,3,859,65,3,13,25057.59,4.13
15797,40,3,859,65,3,14,62517.6,30.51
15798,40,3,859,65,3,15,11883.32,41.52
15799,40,3,859,65,3,16,115117.01,21.48
15800,40,3,859,65,3,17,19468.18,8.76
15801,40,3,859,65,3,18,193632.44,17.41
15802,40,3,859,65,3,19,129252.28,79.04
15803,40,3,859,65,3,20,131458.54,6.63
15804,40,3,859,65,3,21,97362.82,6.96
15805,40,3,859,65,3,22,102601.66,56.45
15806,40,3,859,65,3,23,61187.19,14.37
15807,40,3,859,65,3,24,65067.8,11.28
15808,40,3,859,65,4,1,76090.64,8.15
15809,40,3,859,65,4,2,87151.0,2.41
15810,40,3,859,65,4,3,95821.85,13.52
15811,40,3,859,65,4,4,126258.81,8.15
15812,40,3,859,65,4,5,156613.93,10.27
15813,40,3,859,65,4,6,159207.26,6.4
15814,40,3,859,65,4,7,201821.49,10.68
15815,40,3,859,65,4,8,234110.74,4.09
15816,40,3,859,65,4,9,278520.97,13.07
15817,40,3,859,65,4,10,53349.21,10.52
15818,40,3,859,65,4,11,203993.5,3.95
15819,40,3,859,65,4,12,34916.59,10.2
15820,40,3,859,65,4,13,149372.95,19.19
15821,40,3,859,65,4,14,24788.84,16.64
15822,40,3,859,65,4,15,87193.04,4.94
15823,40,3,859,65,4,16,49242.2,7.52
15824,40,3,859,65,4,17,36684.0,8.22
15825,40,3,859,65,4,18,90536.74,9.12
15826,40,3,859,65,4,19,22182.56,6.19
15827,40,3,859,65,4,20,144708.42,7.92
15828,40,3,859,65,4,21,26658.89,61.95
15829,40,3,859,65,4,22,218983.98,19.79
15830,40,3,859,65,4,23,56311.22,52.13
15831,40,3,859,65,4,24,277740.81,4.34
15832,40,3,859,65,4,25,241879.86,22.48
15833,40,3,859,65,4,26,232119.13,19.17
15834,40,3,859,65,4,27,195414.65,11.76
15835,40,3,859,65,4,28,154138.8,6.11
15836,40,3,859,65,4,29,133745.09,6.69
15837,40,3,859,65,4,30,123681.67,23.92
15838,40,3,859,65,4,31,99041.93,11.31
15839,40,3,859,65,4,32,79818.99,13.41
15840,40,4,859,65,1,1,12135.73,7.69
15841,40,4,859,65,1,2,19862.99,4.25
15842,40,4,859,65,1,3,38192.75,14.2
15843,40,4,859,65,1,4,8760.83,11.58
15844,40,4,859,65,1,5,6044.36,9.94
15845,40,4,859,65,1,6,25391.6,16.6
15846,40,4,859,65,1,7,16142.89,13.61
15847,40,4,859,65,1,8,7932.3,10.62
15848,40,4,859,65,2,1,25930.61,6.92
15849,40,4,859,65,2,2,38578.33,6.25
15850,40,4,859,65,2,3,42368.48,4.46
15851,40,4,859,65,2,4,64013.42,5.56
15852,40,4,859,65,2,5,85264.04,7.7
15853,40,4,859,65,2,6,6623.27,5.68
15854,40,4,859,65,2,7,41059.62,13.39
15855,40,4,859,65,2,8,11017.92,10.36
15856,40,4,859,65,2,9,16596.41,7.73
15857,40,4,859,65,2,10,36420.25,43.48
15858,40,4,859,65,2,11,6929.42,8.34
15859,40,4,859,65,2,12,82256.67,13.1
15860,40,4,859,65,2,13,61490.78,2.48
15861,40,4,859,65,2,14,47449.02,6.18
15862,40,4,859,65,2,15,29024.5,21.75
15863,40,4,859,65,2,16,30388.46,13.95
15864,40,4,859,65,3,1,46388.41,4.14
15865,40,4,859,65,3,2,47415.52,5.31
15866,40,4,859,65,3,3,84373.29,12.36
15867,40,4,859,65,3,4,98365.67,1.27
15868,40,4,859,65,3,5,121024.76,9.19
15869,40,4,859,65,3,6,127657.39,25.12
15870,40,4,859,65,3,7,177059.34,22.26
15871,40,4,859,65,3,8,23457.5,21.43
15872,40,4,859,65,3,9,111543.61,9.18
15873,40,4,859,65,3,10,14315.44,6.46
15874,40,4,859,65,3,11,62962.0,6.6
15875,40,4,859,65,3,12,24285.0,10.83
15876,40,4,859,65,3,13,25495.75,17.53
15877,40,4,859,65,3,14,63182.91,5.52
15878,40,4,859,65,3,15,9382.18,8.14
15879,40,4,859,65,3,16,119959.91,19.2
15880,40,4,859,65,3,17,23042.52,19.05
15881,40,4,859,65,3,18,178734.87,12.71
15882,40,4,859,65,3,19,135896.64,6.36
15883,40,4,859,65,3,20,109506.23,34.41
15884,40,4,859,65,3,21,91058.44,12.91
15885,40,4,859,65,3,22,65753.24,4.08
15886,40,4,859,65,3,23,56175.65,4.74
15887,40,4,859,65,3,24,68947.28,15.36
15888,40,4,859,65,4,1,73424.99,12.83
15889,40,4,859,65,4,2,86531.3,7.21
15890,40,4,859,65,4,3,89262.39,12.31
15891,40,4,859,65,4,4,121579.28,14.91
15892,40,4,859,65,4,5,131829.89,26.9
15893,40,4,859,65,4,6,150634.18,7.38
15894,40,4,859,65,4,7,189547.85,2.23
15895,40,4,859,65,4,8,241694.95,15.69
15896,40,4,859,65,4,9,271294.32,12.5
15897,40,4,859,65,4,10,46181.73,15.43
15898,40,4,859,65,4,11,214276.32,15.75
15899,40,4,859,65,4,12,28447.6,11.57
15900,40,4,859,65,4,13,141046.92,5.43
15901,40,4,859,65,4,14,27168.97,6.0
15902,40,4,859,65,4,15,86709.99,2.92
15903,40,4,859,65,4,16,43201.96,5.24
15904,40,4,859,65,4,17,42660.32,20.68
15905,40,4,859,65,4,18,85938.41,3.22
15906,40,4,859,65,4,19,18880.98,9.08
15907,40,4,859,65,4,20,133928.91,6.27
15908,40,4,859,65,4,21,24477.15,1.9
15909,40,4,859,65,4,22,225823.05,11.97
15910,40,4,859,65,4,23,43702.68,3.35
15911,40,4,859,65,4,24,279463.71,11.36
15912,40,4,859,65,4,25,215056.58,6.35
15913,40,4,859,65,4,26,208246.5,36.0
15914,40,4,859,65,4,27,149362.14,7.68
15915,40,4,859,65,4,28,143276.98,4.27
15916,40,4,859,65,4,29,129329.94,26.94
15917,40,4,859,65,4,30,101030.15,2.86
15918,40,4,859,65,4,31,92826.2,45.53
15919,40,4,859,65,4,32,93265.98,10.56
15920,40,5,859,65,1,1,10973.19,8.79
15921,40,5,859,65,1,2,16543.6,19.24
15922,40,5,859,65,1,3,23443.0,7.37
15923,40,5,859,65,1,4,6558.59,5.14
15924,40,5,859,65,1,5,3297.31,10.87
15925,40,5,859,65,1,6,29537.42,5.51
15926,40,5,859,65,1,7,19950.52,4.5
15927,40,5,859,65,1,8,17902.97,25.73
15928,40,5,859,65,2,1,31164.05,12.47
15929,40,5,859,65,2,2,38148.77,2.81
15930,40,5,859,65,2,3,60422.85,7.82
15931,40,5,859,65,2,4,70323.48,11.42
15932,40,5,859,65,2,5,92450.84,9.36
15933,40,5,859,65,2,6,7467.74,5.58
15934,40,5,859,65,2,7,41851.54,12.01
15935,40,5,859,65,2,8,12294.93,9.37
15936,40,5,859,65,2,9,10755.5,11.89
15937,40,5,859,65,2,10,45596.29,6.52
15938,40,5,859,65,2,11,13335.21,30.66
15939,40,5,859,65,2,12,115366.25,5.26
15940,40,5,859,65,2,13,70949.6,14.22
15941,40,5,859,65,2,14,47838.77,9.86
15942,40,5,859,65,2,15,43069.84,17.53
15943,40,5,859,65,2,16,41954.16,12.08
15944,40,5,859,65,3,1,49700.19,31.45
15945,40,5,859,65,3,2,56939.62,8.89
15946,40,5,859,65,3,3,82012.88,7.72
15947,40,5,859,65,3,4,95510.0,50.44
15948,40,5,859,65,3,5,128810.13,6.26
15949,40,5,859,65,3,6,141319.16,36.98
15950,40,5,859,65,3,7,194714.05,4.9
15951,40,5,859,65,3,8,33640.63,5.11
15952,40,5,859,65,3,9,113894.81,2.73
15953,40,5,859,65,3,10,13840.07,2.46
15954,40,5,859,65,3,11,72518.43,10.18
15955,40,5,859,65,3,12,25667.38,11.21
15956,40,5,859,65,3,13,23786.4,4.28
15957,40,5,859,65,3,14,71517.99,48.2
15958,40,5,859,65,3,15,17870.99,6.09
15959,40,5,859,65,3,16,128649.15,15.07
15960,40,5,859,65,3,17,34849.36,10.62
15961,40,5,859,65,3,18,196126.3,5.92
15962,40,5,859,65,3,19,156868.08,6.31
15963,40,5,859,65,3,20,121556.84,18.07
15964,40,5,859,65,3,21,109281.42,7.82
15965,40,5,859,65,3,22,90117.19,2.86
15966,40,5,859,65,3,23,72208.53,11.15
15967,40,5,859,65,3,24,55674.73,8.19
15968,40,5,859,65,4,1,83552.13,12.83
15969,40,5,859,65,4,2,111740.13,5.07
15970,40,5,859,65,4,3,109077.9,17.35
15971,40,5,859,65,4,4,125840.27,9.31
15972,40,5,859,65,4,5,163828.69,8.13
15973,40,5,859,65,4,6,171624.18,3.78
15974,40,5,859,65,4,7,222301.15,32.08
15975,40,5,859,65,4,8,251841.3,7.76
15976,40,5,859,65,4,9,303516.07,17.05
15977,40,5,859,65,4,10,44164.1,8.01
15978,40,5,859,65,4,11,213412.18,14.48
15979,40,5,859,65,4,12,25084.52,3.96
15980,40,5,859,65,4,13,142266.97,12.83
15981,40,5,859,65,4,14,21641.61,24.6
15982,40,5,859,65,4,15,91420.79,6.51
15983,40,5,859,65,4,16,43705.56,22.12
15984,40,5,859,65,4,17,44096.51,1.94
15985,40,5,859,65,4,18,92559.49,8.04
15986,40,5,859,65,4,19,21889.4,9.24
15987,40,5,859,65,4,20,152011.17,7.06
15988,40,5,859,65,4,21,34556.29,2.69
15989,40,5,859,65,4,22,217026.91,40.68
15990,40,5,859,65,4,23,56213.35,10.86
